ID,Category,Question,Answer,Type,Register,Source Reliability,Time-Sensitive,Split,Source / Notes
917,Library,Before I forget to ask — does the library offer any support specifically for finding a thesis supervisor's or department's past research?,"The library's information-literacy sessions cover finding previous theses and other student projects as part of their standard orientation curriculum, in addition to help from the Institutional Repository search interface.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library orientation session curriculum (library.bracu.ac.bd)
918,Library,Before I forget to ask — does the library provide any support for referencing and citation styles?,"Yes, referencing and citation guidelines are a standard part of the library's orientation and information-literacy sessions, helping students apply the correct citation style for their thesis, reports and assignments.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library orientation curriculum (library.bracu.ac.bd)
919,Library,Before I forget to ask — how can I check for plagiarism in my thesis or assignment?,"The library provides a Turnitin similarity-check service. Students can typically request a similarity/plagiarism check through the library's designated service, or consult the librarian (librarian@bracu.ac.bd) for guidance.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
920,Library,Before I forget to ask — what happens if I return a library book after the due date?,Overdue items accrue a fine of Tk. 5 per calendar day per book. A borrower with overdue items cannot borrow further items until the overdue books are returned and the fine is settled. Notices about overdue items are sent to the student's university email.,Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),Yes,val,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
921,Library,Can alumni or the general public access the Ayesha Abed Library?,"Library access privileges are primarily designed for current BRAC University students, faculty and staff; alumni and external visitors typically need to check with the library directly about any limited access or reference-use arrangements, since borrowing privileges are tied to an active BRACU account.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library - Borrowing Privileges page (library.bracu.ac.bd)
922,Library,Can I renew a book I have borrowed from the library?,"Yes, an item can be renewed if no other user has placed a hold on it. Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,test,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
923,Library,Can I take food to the library?,"No food or drinks are allowed, but you may bring a water bottle.",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
924,Library,"Can someone help — are journals, magazines and reference books available for borrowing?","No. Journals, magazines, newspapers, and items in the reference collection are for in-library use only and cannot be checked out.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,test,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
925,Library,Can someone help — can you tell me the library time schedule?,"Sunday - Thursday : 9:00 am - 10:00 pm 
Friday : 2:30 pm - 9:00 pm 
Saturday : 1:00 pm - 9:00 pm",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
926,Library,Can someone help — is the library open on government holidays?,"No, the Ayesha Abed Library is closed on government holidays.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
927,Library,Can someone help — provide me the contact information of library staffs?,"You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,test,BRACU internal FAQ dataset
928,Library,Can someone help — provide me the library website link?,Https://library.bracu.ac.bd/,Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
929,Library,Can someone help — what are the Ayesha Abed Library's opening hours?,"The library is open Sunday to Thursday from 9:00 AM to 10:00 PM, Friday from 2:30 PM to 9:00 PM, and Saturday from 1:00 PM to 9:00 PM. It is closed on government holidays.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
930,Library,Can someone help — what are the resources available in library?,"The library's resources include books, journals, and articles, among other materials.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
931,Library,Can someone help — what kind of resources does the Ayesha Abed Library provide access to?,"The library offers a large collection of printed books and tens of thousands of e-books, plus subscriptions to major academic databases and publishers such as McGraw-Hill, Cambridge University Press, Pearson, SAGE, Oxford University Press, Project MUSE and ScienceDirect, covering engineering, business, humanities, law, and the sciences.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
932,Library,Can someone help — what services do library provide?,"The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,test,BRACU internal FAQ dataset
933,Library,Can the library recall a book I've borrowed before the due date?,"Yes, the library reserves the right to recall borrowed materials before the due date if the item is urgently needed, and it will notify the borrower accordingly.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
934,Library,Can you tell me the library time schedule?,"Sunday - Thursday : 9:00 am - 10:00 pm 
Friday : 2:30 pm - 9:00 pm 
Saturday : 1:00 pm - 9:00 pm",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
935,Library,Can you tell me what the Ayesha Abed Library's opening hours are?,"The library is open Sunday to Thursday from 9:00 AM to 10:00 PM, Friday from 2:30 PM to 9:00 PM, and Saturday from 1:00 PM to 9:00 PM. It is closed on government holidays.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
936,Library,Can you tell me what the Digital Scholarship Lab at the Ayesha Abed Library is?,"The Digital Scholarship Lab is a dedicated space within the library used for research-support sessions, such as plagiarism-check/Turnitin training and other digital research-skills workshops for students and faculty.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,val,Ayesha Abed Library (library.bracu.ac.bd) - Digital Scholarship Lab and repository pages
937,Library,Can you tell me what the resources available in library are?,"The library's resources include books, journals, and articles, among other materials.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
938,Library,Curious about something: can the library recall a book I've borrowed before the due date?,"Yes, the library reserves the right to recall borrowed materials before the due date if the item is urgently needed, and it will notify the borrower accordingly.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
939,Library,Curious about something: does the Ayesha Abed Library help other institutions set up their own library systems?,"Yes. The library has provided technical support to partner institutions - for example, it assisted the Asian University for Women (AUW) library with implementing the VuFind Discovery System, and it also helped set up library systems and an institutional repository for the Sir Fazle Hasan Abed Knowledge Hub.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library (library.bracu.ac.bd) - Digital Scholarship Lab and repository pages
940,Library,Curious about something: does the library offer any support specifically for finding a thesis supervisor's or department's past research?,"The library's information-literacy sessions cover finding previous theses and other student projects as part of their standard orientation curriculum, in addition to help from the Institutional Repository search interface.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library orientation session curriculum (library.bracu.ac.bd)
941,Library,Curious about something: does the library offer orientation sessions for new students?,"Yes, the library regularly runs orientation and information-literacy sessions covering the library website, searching the catalogue and databases, citation and referencing, finding past theses, and understanding academic integrity and plagiarism tools.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
942,Library,Curious about something: does the library provide any support for referencing and citation styles?,"Yes, referencing and citation guidelines are a standard part of the library's orientation and information-literacy sessions, helping students apply the correct citation style for their thesis, reports and assignments.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library orientation curriculum (library.bracu.ac.bd)
943,Library,Curious about something: is the library open on Friday?,"Yes, from 2.30 pm to 9.00 pm",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
944,Library,Curious about something: is the library open on government holidays?,"No, the Ayesha Abed Library is closed on government holidays.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
945,Library,Curious about something: what services do library provide?,"The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,test,BRACU internal FAQ dataset
946,Library,Curious about something: what things are allowed to bring in library?,"You are welcome to bring your study materials, such as books and pens. However, please note that bags are not permitted inside. Additionally, no food or drinks are allowed, but you may bring a water bottle.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
947,Library,Curious about something: where is the Ayesha Abed Library located on campus?,"The main library occupies the 8th and 9th floors (Zone A and B) of the BRAC University building at Kha-208, 1 Bir Uttam Rafiqul Islam Avenue, Merul Badda, Dhaka. There is also a branch library at the Savar (Residential) Campus.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
948,Library,Does the Ayesha Abed Library help other institutions set up their own library systems?,"Yes. The library has provided technical support to partner institutions - for example, it assisted the Asian University for Women (AUW) library with implementing the VuFind Discovery System, and it also helped set up library systems and an institutional repository for the Sir Fazle Hasan Abed Knowledge Hub.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library (library.bracu.ac.bd) - Digital Scholarship Lab and repository pages
949,Library,Does the library offer any support specifically for finding a thesis supervisor's or department's past research?,"The library's information-literacy sessions cover finding previous theses and other student projects as part of their standard orientation curriculum, in addition to help from the Institutional Repository search interface.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library orientation session curriculum (library.bracu.ac.bd)
950,Library,Does the library offer orientation sessions for new students?,"Yes, the library regularly runs orientation and information-literacy sessions covering the library website, searching the catalogue and databases, citation and referencing, finding past theses, and understanding academic integrity and plagiarism tools.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
951,Library,Does the library provide any support for referencing and citation styles?,"Yes, referencing and citation guidelines are a standard part of the library's orientation and information-literacy sessions, helping students apply the correct citation style for their thesis, reports and assignments.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library orientation curriculum (library.bracu.ac.bd)
952,Library,Does the library provide help specifically with using citation management or referencing tools?,"Yes, referencing and citation guideline instruction is part of the library's standard information-literacy curriculum, helping students apply the correct format for their thesis, reports, and coursework.",Original,Synthesized (official/secondary sources),Medium (secondary/third-party source),No,train,Ayesha Abed Library
953,Library,Does the library subscribe to subject-specific databases beyond general publishers like Elsevier or Springer?,"Yes, in addition to broad multidisciplinary publishers, the library's database subscriptions cover discipline-specific needs (e.g., finance and pharmacy content via ScienceDirect, engineering/management content via McGraw-Hill), so coverage varies by subject area rather than being one single database.",Original,Synthesized (official/secondary sources),Medium (secondary/third-party source),No,train,Ayesha Abed Library
954,Library,"For a friend who's asking — are journals, magazines and reference books available for borrowing?","No. Journals, magazines, newspapers, and items in the reference collection are for in-library use only and cannot be checked out.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,test,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
955,Library,For a friend who's asking — can alumni or the general public access the Ayesha Abed Library?,"Library access privileges are primarily designed for current BRAC University students, faculty and staff; alumni and external visitors typically need to check with the library directly about any limited access or reference-use arrangements, since borrowing privileges are tied to an active BRACU account.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library - Borrowing Privileges page (library.bracu.ac.bd)
956,Library,For a friend who's asking — can I take food to the library?,"No food or drinks are allowed, but you may bring a water bottle.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
957,Library,For a friend who's asking — does the Ayesha Abed Library help other institutions set up their own library systems?,"Yes. The library has provided technical support to partner institutions - for example, it assisted the Asian University for Women (AUW) library with implementing the VuFind Discovery System, and it also helped set up library systems and an institutional repository for the Sir Fazle Hasan Abed Knowledge Hub.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library (library.bracu.ac.bd) - Digital Scholarship Lab and repository pages
958,Library,For a friend who's asking — how can I access the library's e-resources from off campus?,"Most e-resources are accessible on campus automatically through IP recognition within the BRACU network. From off campus, students and staff can log in through their MyAthens/OpenAthens account (login.openathens.net/auth/bracu.ac.bd) using their university credentials.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
959,Library,For a friend who's asking — provide me the contact information of library staffs?,"You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,test,BRACU internal FAQ dataset
960,Library,For a friend who's asking — what are the Ayesha Abed Library's opening hours?,"The library is open Sunday to Thursday from 9:00 AM to 10:00 PM, Friday from 2:30 PM to 9:00 PM, and Saturday from 1:00 PM to 9:00 PM. It is closed on government holidays.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
961,Library,For a friend who's asking — where can I find past BRAC University theses and internship reports online?,"Past theses, internship/project reports, and other research output are archived in the BRAC University Institutional Repository (DSpace, at dspace.bracu.ac.bd), which is maintained in coordination with the Ayesha Abed Library.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library (library.bracu.ac.bd) - Digital Scholarship Lab and repository pages
962,Library,"Hey, can alumni or the general public access the Ayesha Abed Library?","Library access privileges are primarily designed for current BRAC University students, faculty and staff; alumni and external visitors typically need to check with the library directly about any limited access or reference-use arrangements, since borrowing privileges are tied to an active BRACU account.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library - Borrowing Privileges page (library.bracu.ac.bd)
963,Library,"Hey, does the library subscribe to subject-specific databases beyond general publishers like Elsevier or Springer?","Yes, in addition to broad multidisciplinary publishers, the library's database subscriptions cover discipline-specific needs (e.g., finance and pharmacy content via ScienceDirect, engineering/management content via McGraw-Hill), so coverage varies by subject area rather than being one single database.",Paraphrase,Synthesized (official/secondary sources),Medium (secondary/third-party source),No,train,Ayesha Abed Library
964,Library,"Hey, how can I check for plagiarism in my thesis or assignment?","The library provides a Turnitin similarity-check service. Students can typically request a similarity/plagiarism check through the library's designated service, or consult the librarian (librarian@bracu.ac.bd) for guidance.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
965,Library,"Hey, is the library open on Friday?","Yes, from 2.30 pm to 9.00 pm",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
966,Library,"Hey, what are the resources available in library?","The library's resources include books, journals, and articles, among other materials.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
967,Library,"Hey, what services do library provide?","The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,test,BRACU internal FAQ dataset
968,Library,"Hi, can you tell me the library time schedule?","Sunday - Thursday : 9:00 am - 10:00 pm 
Friday : 2:30 pm - 9:00 pm 
Saturday : 1:00 pm - 9:00 pm",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
969,Library,"Hi, does the Ayesha Abed Library help other institutions set up their own library systems?","Yes. The library has provided technical support to partner institutions - for example, it assisted the Asian University for Women (AUW) library with implementing the VuFind Discovery System, and it also helped set up library systems and an institutional repository for the Sir Fazle Hasan Abed Knowledge Hub.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library (library.bracu.ac.bd) - Digital Scholarship Lab and repository pages
970,Library,"Hi, does the library offer orientation sessions for new students?","Yes, the library regularly runs orientation and information-literacy sessions covering the library website, searching the catalogue and databases, citation and referencing, finding past theses, and understanding academic integrity and plagiarism tools.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
971,Library,"Hi, what is the Digital Scholarship Lab at the Ayesha Abed Library?","The Digital Scholarship Lab is a dedicated space within the library used for research-support sessions, such as plagiarism-check/Turnitin training and other digital research-skills workshops for students and faculty.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,val,Ayesha Abed Library (library.bracu.ac.bd) - Digital Scholarship Lab and repository pages
972,Library,"Hi, where is the Ayesha Abed Library located on campus?","The main library occupies the 8th and 9th floors (Zone A and B) of the BRAC University building at Kha-208, 1 Bir Uttam Rafiqul Islam Avenue, Merul Badda, Dhaka. There is also a branch library at the Savar (Residential) Campus.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
973,Library,How can I access the library's e-resources from off campus?,"Most e-resources are accessible on campus automatically through IP recognition within the BRACU network. From off campus, students and staff can log in through their MyAthens/OpenAthens account (login.openathens.net/auth/bracu.ac.bd) using their university credentials.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
974,Library,How can I check for plagiarism in my thesis or assignment?,"The library provides a Turnitin similarity-check service. Students can typically request a similarity/plagiarism check through the library's designated service, or consult the librarian (librarian@bracu.ac.bd) for guidance.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
975,Library,I looked around the site but couldn't find it — does the library provide any support for referencing and citation styles?,"Yes, referencing and citation guidelines are a standard part of the library's orientation and information-literacy sessions, helping students apply the correct citation style for their thesis, reports and assignments.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library orientation curriculum (library.bracu.ac.bd)
976,Library,I looked around the site but couldn't find it — does the library subscribe to subject-specific databases beyond general publishers like Elsevier or Springer?,"Yes, in addition to broad multidisciplinary publishers, the library's database subscriptions cover discipline-specific needs (e.g., finance and pharmacy content via ScienceDirect, engineering/management content via McGraw-Hill), so coverage varies by subject area rather than being one single database.",Paraphrase,Synthesized (official/secondary sources),Medium (secondary/third-party source),No,train,Ayesha Abed Library
977,Library,I looked around the site but couldn't find it — is the library open on Friday?,"Yes, from 2.30 pm to 9.00 pm",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
978,Library,I looked around the site but couldn't find it — what are the Ayesha Abed Library's opening hours?,"The library is open Sunday to Thursday from 9:00 AM to 10:00 PM, Friday from 2:30 PM to 9:00 PM, and Saturday from 1:00 PM to 9:00 PM. It is closed on government holidays.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
979,Library,I looked around the site but couldn't find it — what happens if I return a library book after the due date?,Overdue items accrue a fine of Tk. 5 per calendar day per book. A borrower with overdue items cannot borrow further items until the overdue books are returned and the fine is settled. Notices about overdue items are sent to the student's university email.,Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),Yes,val,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
980,Library,I looked around the site but couldn't find it — what kind of resources does the Ayesha Abed Library provide access to?,"The library offers a large collection of printed books and tens of thousands of e-books, plus subscriptions to major academic databases and publishers such as McGraw-Hill, Cambridge University Press, Pearson, SAGE, Oxford University Press, Project MUSE and ScienceDirect, covering engineering, business, humanities, law, and the sciences.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
981,Library,I looked around the site but couldn't find it — what things are allowed to bring in library?,"You are welcome to bring your study materials, such as books and pens. However, please note that bags are not permitted inside. Additionally, no food or drinks are allowed, but you may bring a water bottle.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
982,Library,I looked around the site but couldn't find it — where can I find past BRAC University theses and internship reports online?,"Past theses, internship/project reports, and other research output are archived in the BRAC University Institutional Repository (DSpace, at dspace.bracu.ac.bd), which is maintained in coordination with the Ayesha Abed Library.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library (library.bracu.ac.bd) - Digital Scholarship Lab and repository pages
983,Library,"I wanted to ask, can alumni or the general public access the Ayesha Abed Library?","Library access privileges are primarily designed for current BRAC University students, faculty and staff; alumni and external visitors typically need to check with the library directly about any limited access or reference-use arrangements, since borrowing privileges are tied to an active BRACU account.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library - Borrowing Privileges page (library.bracu.ac.bd)
984,Library,"I wanted to ask, can the library recall a book I've borrowed before the due date?","Yes, the library reserves the right to recall borrowed materials before the due date if the item is urgently needed, and it will notify the borrower accordingly.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
985,Library,"I wanted to ask, does the Ayesha Abed Library help other institutions set up their own library systems?","Yes. The library has provided technical support to partner institutions - for example, it assisted the Asian University for Women (AUW) library with implementing the VuFind Discovery System, and it also helped set up library systems and an institutional repository for the Sir Fazle Hasan Abed Knowledge Hub.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library (library.bracu.ac.bd) - Digital Scholarship Lab and repository pages
986,Library,"I wanted to ask, provide me the contact information of library staffs?","You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,test,BRACU internal FAQ dataset
987,Library,"I wanted to ask, what are the Ayesha Abed Library's opening hours?","The library is open Sunday to Thursday from 9:00 AM to 10:00 PM, Friday from 2:30 PM to 9:00 PM, and Saturday from 1:00 PM to 9:00 PM. It is closed on government holidays.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
988,Library,"I wanted to ask, what things are allowed to bring in library?","You are welcome to bring your study materials, such as books and pens. However, please note that bags are not permitted inside. Additionally, no food or drinks are allowed, but you may bring a water bottle.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
989,Library,Is the library open on Friday?,"Yes, from 2.30 pm to 9.00 pm",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
990,Library,Is the library open on government holidays?,"No, the Ayesha Abed Library is closed on government holidays.",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
991,Library,"Just wondering, are journals, magazines and reference books available for borrowing?","No. Journals, magazines, newspapers, and items in the reference collection are for in-library use only and cannot be checked out.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,test,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
992,Library,"Just wondering, does the library offer any support specifically for finding a thesis supervisor's or department's past research?","The library's information-literacy sessions cover finding previous theses and other student projects as part of their standard orientation curriculum, in addition to help from the Institutional Repository search interface.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library orientation session curriculum (library.bracu.ac.bd)
993,Library,"Just wondering, does the library offer orientation sessions for new students?","Yes, the library regularly runs orientation and information-literacy sessions covering the library website, searching the catalogue and databases, citation and referencing, finding past theses, and understanding academic integrity and plagiarism tools.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
994,Library,"Just wondering, does the library provide help specifically with using citation management or referencing tools?","Yes, referencing and citation guideline instruction is part of the library's standard information-literacy curriculum, helping students apply the correct format for their thesis, reports, and coursework.",Paraphrase,Synthesized (official/secondary sources),Medium (secondary/third-party source),No,train,Ayesha Abed Library
995,Library,"Just wondering, how can I access the library's e-resources from off campus?","Most e-resources are accessible on campus automatically through IP recognition within the BRACU network. From off campus, students and staff can log in through their MyAthens/OpenAthens account (login.openathens.net/auth/bracu.ac.bd) using their university credentials.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
996,Library,"Just wondering, provide me the library website link?",Https://library.bracu.ac.bd/,Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
997,Library,"Just wondering, what kind of resources does the Ayesha Abed Library provide access to?","The library offers a large collection of printed books and tens of thousands of e-books, plus subscriptions to major academic databases and publishers such as McGraw-Hill, Cambridge University Press, Pearson, SAGE, Oxford University Press, Project MUSE and ScienceDirect, covering engineering, business, humanities, law, and the sciences.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
998,Library,"Just wondering, what things are allowed to bring in library?","You are welcome to bring your study materials, such as books and pens. However, please note that bags are not permitted inside. Additionally, no food or drinks are allowed, but you may bring a water bottle.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
