,Question,Answer,Source
1010,BRAC e student transcript evaluation international credential agency (WES) e pathano jay?,"Yes, the Controller of Examinations office can send verified electronic or sealed physical transcripts directly to international credential evaluation services like WES.",https://www.bracu.ac.bd/academics/offices/office-controller-examinations
1011,BRAC e pre-registration schedule student ID wise divide kora hoy?,"Yes, course pre-registration slots are assigned in time windows based on student ID numbers or earned credit hours to balance server load.",https://buconnect.bracu.ac.bd
1012,"BRAC e continuous assessment (quizzes, assignments, attendance) weighting koto percentage thake?",Continuous evaluation typically accounts for 40% to 60% of the total course grade depending on department course syllabus guidelines.,https://www.bracu.ac.bd/academics/policies-and-procedures
1013,BRAC e final exam clash manage korar deadline koto din age thake?,Exam clash reports must be formally submitted to the Controller of Examinations office at least seven days prior to the start of the final exam period.,https://www.bracu.ac.bd/academics/offices/office-controller-examinations
1014,BRAC e department switch korle purge code course-er status ki hoy?,Courses completed prior to a department switch that do not apply to the new curriculum may be excluded from degree requirement calculations as per advising rules.,https://www.bracu.ac.bd/academics/academic-advising
1015,BRAC e grade appeal process process-er fee refund hoy jodi grade change hoy?,"If a grade re-scrutiny leads to an official grade improvement, the re-scrutiny application fee may be refunded upon processing.",https://www.bracu.ac.bd/academics/offices/office-controller-examinations
1016,BRAC e plagiarism checking tool Turnitin ki student self-check-er jonno accessible?,"Yes, students can upload draft papers through LMS Turnitin submission portals provided in relevant course modules for self-plagiarism checking.",https://buconnect.bracu.ac.bd
1017,BRAC e academic probation student max koto credit register korte pare?,Students on academic probation are typically restricted to registering for a reduced load of 9 to 12 credit hours per semester.,https://www.bracu.ac.bd/academics/academic-advising
1018,BRAC e semester drop application late fee soho kobe porjonto kora jay?,Late semester drop applications can be submitted up to the mid-term assessment period subject to approval and late processing charges.,https://www.bracu.ac.bd/academics/offices/office-registrar
1019,BRAC e prerequisite course fail korle advance course e register kora jay?,"No, students must successfully complete or pass the prerequisite course before enrolling in the subsequent advanced course.",https://www.bracu.ac.bd/academics/policies-and-procedures
1020,BRAC e official degree audit report kothay pawa jay?,Students can view and generate their real-time degree audit summary directly on the USIS student portal.,https://buconnect.bracu.ac.bd
1021,BRAC e undergraduate admission test e negative marking ache ki?,"Standard admission tests consist of multiple-choice and written sections, with specific section instructions indicating whether negative marking applies.",https://www.bracu.ac.bd/admissions
1022,BRAC e freedom fighter quota (Muktijoddha Quota) scholarship available ache?,"Yes, children of freedom fighters are eligible to apply for full tuition fee waivers subject to government documentation verification and university rules.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1023,BRAC e tuition fee installment payment plan request kivabe kora jay?,Students facing financial hardship can apply for fee payment in installments by submitting a written request to the Accounts Office before payment deadlines.,https://www.bracu.ac.bd/admissions/tuition-and-fees
1024,BRAC e sibling discount / waiver availability ache?,"Yes, if two siblings study at BRAC University simultaneously, a sibling tuition fee waiver is applicable according to financial aid guidelines.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1025,BRAC e physical admission test form office-e pawa jay?,"Admission applications are primarily processed online via the official BRACU admission portal, though physical guidance desks are active on campus.",https://www.bracu.ac.bd/admissions
1026,BRAC e O-Level and A-Level certificate equivalence process complete korte hoy?,"Yes, candidates with foreign curriculum backgrounds must submit equivalence certificates verified by the Ministry of Education or relevant board.",https://www.bracu.ac.bd/admissions
1027,BRAC e admission seat booking non-refundable fee drop kora jay?,The admission acceptance fee paid upon initial selection is generally non-refundable as stated in the admission offer letter.,https://www.bracu.ac.bd/admissions
1028,BRAC e scholarship renewal evaluation prottek semester e hoy?,"Yes, academic performance and CGPA are evaluated at the end of each semester to determine scholarship continuity.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1029,BRAC e physical bank booth payment voucher download kora jay portal theke?,"Yes, students can generate and print bank deposit pay slips directly from the student accounts portal for bank desk payments.",https://buconnect.bracu.ac.bd
1030,BRAC e physical registration card / fee receipt preserve kora dorkar?,Students are advised to keep copies of bank payment receipts for administrative verification during semester clearance.,https://www.bracu.ac.bd/admissions/tuition-and-fees
1031,BRAC e Merit Scholarship awardee student-der credit requirement koto?,Merit scholarship recipients must maintain full-time enrollment status by registering for a minimum credit load specified by scholarship rules.,https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1032,BRAC e international applicant-der English language proficiency test exemption pawa jay?,Applicants who completed their previous education in English medium institutions can request an English proficiency test waiver.,https://www.bracu.ac.bd/international-office
1033,BRAC e tuition fee refund request semester start-er age apply korle full refund pawa jay?,Partial or full tuition refunds are calculated based on the official tuition refund schedule depending on when the withdrawal application is submitted.,https://www.bracu.ac.bd/admissions/tuition-and-fees
1034,BRAC e physically challenged / specialized needs students-der tuition discount ache?,"Yes, special financial assistance and tuition concessions are available for students with physical disabilities under financial aid provisions.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1035,BRAC e late payment fine waiver application consider kora hoy?,Late payment fine waiver requests can be reviewed by the Accounts Committee if supported by valid medical or emergency justification.,https://www.bracu.ac.bd/admissions/tuition-and-fees
1036,BRAC e admission test viva interview online-e feasible for foreign students?,"Yes, online viva interviews can be arranged for international applicants or outstation students upon request.",https://www.bracu.ac.bd/international-office
1037,BRAC e sports category scholarship application procedure ki?,National-level sports participants can apply for sports talent scholarships through the Office of Student Affairs and Financial Aid office.,https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1038,BRAC e semester fee payment status update hote koto somoy lage?,Online payment status typically updates automatically within 24 to 48 hours in the USIS student portal.,https://buconnect.bracu.ac.bd
1039,BRAC e admission test result outcome roll number or merit list kivabe check korbo?,Admission results are published on the official BRAC University website under the admissions notices section.,https://www.bracu.ac.bd/admissions
1040,BRAC e financial aid continuation check korar minimum CGPA requirement target koto?,Financial aid recipients must maintain a minimum CGPA (generally 2.50 to 3.00 depending on aid tier) to continue receiving aid.,https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1041,"BRAC e B.Sc in CSE program IEB (Institution of Engineers, Bangladesh) accredited?","Yes, the B.Sc. in Computer Science and Engineering program is accredited by the Board of Accreditation for Engineering and Technical Education (BAETE) under IEB.",https://www.bracu.ac.bd/academics/departments/cse
1042,BRAC e Architecture department er studio class duration koto hour hoy?,Architecture design studio sessions typically run for extended 3 to 6-hour slots to facilitate hands-on design and review work.,https://www.bracu.ac.bd/academics/departments/architecture
1043,BRAC e EEE program-e hardware / VLSI lab facility ache ki?,"Yes, the EEE department features specialized laboratories including VLSI design, digital signal processing, microprocessors, and power systems labs.",https://www.bracu.ac.bd/academics/departments/eee
1044,BRAC e BBA program-e major specialization declare korar timing kobe?,BBA students usually declare their major concentration after completing core business foundation courses in their junior year.,https://www.bracu.ac.bd/academics/institutes-schools/brac-business-school
1045,BRAC e Department of English and Humanities (ENH) annual literary journal publish kore?,"Yes, the ENH department publishes academic and creative journals featuring student and faculty literary works.",https://www.bracu.ac.bd/academics/departments/english-and-humanities
1046,BRAC e School of Law-e Moot Court internal competition mandatory?,Participation in moot court practice modules is a core component of legal skills training for law students.,https://www.bracu.ac.bd/academics/institutes-schools/school-law
1047,BRAC e Department of Biotechnology-te genetic engineering lab equipment available?,"Yes, the Biotechnology department maintains advanced molecular biology, tissue culture, and genetic engineering equipment.",https://www.bracu.ac.bd/academics/schools-and-departments/school-life-sciences/department-biotechnology
1048,BRAC e B.Pharm students-der clinical hospital training module compulsory?,"Yes, final-year Pharmacy students complete mandatory hospital and industrial training attachments as required by professional accreditation.",https://www.bracu.ac.bd/academics/departments/pharmacy
1049,BRAC e CSE department-e high-performance computing (HPC) research facility ache?,"Yes, advanced computing nodes and research labs support AI, machine learning, and data science research projects.",https://www.bracu.ac.bd/academics/departments/cse
1050,BRAC e Economics Department quantitative research and econometrics software use kore?,"Yes, economics students are trained in statistical software packages such as STATA, R, and Python for quantitative analysis.",https://www.bracu.ac.bd/academics/departments/economics-and-social-sciences
1051,BRAC e Mechanical Engineering program-e CAD/CAM design lab facility ache?,"Yes, Mechanical Engineering students receive training in CAD, SolidWorks, and simulation tools within specialized design labs.",https://www.bracu.ac.bd/academics/departments/mechanical-engineering
1052,BRAC e Department of Architecture jury defense evaluation open to visitors?,"Architecture final design jury presentations are frequently open to visiting architects, critics, and fellow students.",https://www.bracu.ac.bd/academics/departments/architecture
1053,BRAC e BRAC Business School (BBS) corporate mentorship program conduct kore?,"Yes, BBS pairs business students with industry corporate leaders for professional mentoring and networking.",https://www.bracu.ac.bd/academics/institutes-schools/brac-business-school
1054,BRAC e M.Sc in CSE / Data Science graduate program offer kora hoy?,"Yes, BRAC University offers graduate degree programs including M.Sc. in Computer Science and Engineering.",https://www.bracu.ac.bd/academics/departments/cse
1055,BRAC e Department of Mathematics and Natural Sciences (MNS) research laboratory host kore?,"Yes, MNS operates research labs in physics, chemistry, microbiology, and biotechnology.",https://www.bracu.ac.bd/academics/departments/mns
1056,BRAC e BBA program-e double concentration take kora allowed?,Students can pursue a double concentration within BBA upon meeting department academic requirements.,https://www.bracu.ac.bd/academics/institutes-schools/brac-business-school
1057,BRAC e CSE capstone project hardware implementation budget department provide kore?,Approved engineering capstone thesis groups can receive project funding support upon department proposal review.,https://www.bracu.ac.bd/academics/departments/cse
1058,BRAC e Department of Law internship program court observation include kore?,"Law internships often include court attendance, legal chamber attachments, and human rights organization placements.",https://www.bracu.ac.bd/academics/institutes-schools/school-law
1059,BRAC e Environmental Science research field study trips conduct kora hoy?,Field surveys and environmental sampling trips are regularly conducted as part of environmental science coursework.,https://www.bracu.ac.bd/academics/departments/economics-and-social-sciences
1060,BRAC e Department of Pharmacy lab safety guidelines rigorous follow kora hoy?,"Yes, laboratory safety protocols, protective wear, and chemical handling procedures are strictly enforced.",https://www.bracu.ac.bd/academics/departments/pharmacy
1061,BRAC new campus Badda-te cafeteria and dining area multiple floors e ache?,"Yes, the Badda permanent campus features multi-level cafeteria dining spaces and food stalls to accommodate large student numbers.",https://www.bracu.ac.bd/student-life/facilities
1062,BRAC campus e central indoor sports zone-e table tennis playing board available?,"Yes, the indoor sports zone offers facilities for table tennis, carrom, chess, and recreational games.",https://www.bracu.ac.bd/student-life
1063,BRAC campus environment eco-friendly rainwater harvesting system support kore?,"Yes, the new campus design incorporates rainwater harvesting, solar power generation, and energy-efficient climate control systems.",https://www.bracu.ac.bd/about/campus-development
1064,BRAC campus auditorium-e cultural programs and international seminars host kora hoy?,"The state-of-the-art campus auditorium hosts international conferences, convocation events, and university cultural performances.",https://www.bracu.ac.bd/student-life/facilities
1065,BRAC e wheel-chair accessible ramp and express elevator access system ache?,"Yes, full universal accessibility features including ramps, accessible restrooms, and dedicated elevators are installed campus-wide.",https://www.bracu.ac.bd/student-life/facilities
1066,BRAC campus security-te CCTV monitoring system 24/7 active thake?,Continuous 24/7 CCTV surveillance and trained security staff maintain campus safety and security.,https://www.bracu.ac.bd/academics/offices/office-proctor
1067,BRAC campus medical room-e registered full-time doctor and nurse available?,"Yes, qualified medical officers and nursing staff provide emergency medical care and primary health checks during operational hours.",https://www.bracu.ac.bd/student-life/medical-center/medical-services
1068,BRAC campus e automated teller machine (ATM) booth installed ache?,"Yes, multi-bank ATM booths are located inside the campus premises for convenient financial transactions.",https://www.bracu.ac.bd/student-life/facilities
1069,BRAC e student lounge area-te relaxation and group discussion seats ache?,"Dedicated student lounges with seating arrangements provide space for group study, relaxation, and socialization.",https://www.bracu.ac.bd/student-life/facilities
1070,BRAC campus roof garden green zone area student-der jonno open?,"Yes, green roof garden zones serve as eco-friendly outdoor recreation spaces for students and staff.",https://www.bracu.ac.bd/about/campus-development
1071,BRAC campus e fire safety alarm system and emergency exits clearly marked?,"Comprehensive fire detection, sprinkler systems, and marked fire exit stairwells meet international safety standards.",https://www.bracu.ac.bd/academics/offices/office-proctor
1072,BRAC e bicycle parking zone dedicated facility ache?,"Yes, designated bicycle racks and secure parking areas are provided for eco-friendly commuting.",https://www.bracu.ac.bd/student-life/facilities
1073,BRAC campus e power backup generator system load shedding prevent kore?,Industrial power backup generators ensure uninterrupted electricity supply across all academic floors and laboratories.,https://www.bracu.ac.bd/student-life/facilities
1074,BRAC campus soundproof seminar rooms equipment rich?,"Acoustically treated seminar halls are equipped with modern multimedia projectors, audio systems, and video conferencing capabilities.",https://www.bracu.ac.bd/student-life/facilities
1075,BRAC campus lost and found section ground reception-e manage hoy?,The central security reception office keeps records of misplaced personal belongings turned in by campus community members.,https://www.bracu.ac.bd/academics/offices/office-proctor
1076,BRAC Ayesha Abed Library e print book borrowing limit student-der jonno koto?,Undergraduate students can borrow up to three print books simultaneously for a standard loan period of seven days.,https://library.bracu.ac.bd
1077,BRAC library e online database JSTOR ar IEEE Xplore access pawa jay?,"Yes, library subscription provides full-text access to IEEE Xplore, JSTOR, ScienceDirect, and major academic research databases.",https://library.bracu.ac.bd
1078,BRAC library book renewal online portal-e kora jay?,Borrowers can renew their checked-out books online via the library OPAC portal prior to the due date.,https://library.bracu.ac.bd
1079,BRAC library silent study zone rules strictly enforced?,"Yes, quiet reading zones are reserved exclusively for individual silent study, while collaborative study rooms accommodate group discussions.",https://library.bracu.ac.bd
1080,BRAC library-te journal database loss report online helpdesk-e file kora jay?,Students encountering e-resource access issues can raise a ticket with the library electronic services helpdesk.,https://library.bracu.ac.bd
1081,BRAC library collection-e previous year exam question papers archived ache?,Archived past examination papers and institutional records are accessible through the library digital portal.,https://library.bracu.ac.bd
1082,"BRAC library research citation style (APA, IEEE, Harvard) reference guides provide kore?",The library website provides comprehensive reference guides and citation tools to assist students in academic writing.,https://library.bracu.ac.bd
1083,BRAC library-te plagiarism detection consultation request kora jay?,Library officers offer guidance on interpreting Turnitin originality reports and maintaining academic integrity.,https://library.bracu.ac.bd
1084,BRAC library inter-library loan facility research scholar-der offer kore?,Research scholars can request specialized research literature not available locally through inter-library arrangements.,https://library.bracu.ac.bd
1085,BRAC library operating hours exam week-e extend kora hoy?,"During mid-term and final examination weeks, library opening hours are extended to accommodate student study schedules.",https://library.bracu.ac.bd
1086,BRAC e Office of Career Services and Alumni Relations (OCSAR) resume workshop run kore?,"Yes, OCSAR regularly conducts CV writing, cover letter preparation, and LinkedIn profiling workshops for students.",https://www.bracu.ac.bd/ocsar
1087,BRAC e BRAC University Film Club (BUFC) annual film festival organize kore?,"BUFC hosts annual film screenings, filmmaking workshops, and student short film competitions.",https://www.bracu.ac.bd/clubs
1088,BRAC e Entrepreneurship Development Forum (EDF) startup incubation pitch event host kore?,"EDF organizes startup pitch events, business plan competitions, and seed funding guidance for aspiring student entrepreneurs.",https://www.bracu.ac.bd/clubs
1089,BRAC e BRAC University Cultural Club national festival celebration host kore?,"The Cultural Club hosts celebrations for Pohela Boishakh, International Mother Language Day, Independence Day, and cultural galas.",https://www.bracu.ac.bd/clubs
1090,BRAC e Adventure Club of BRAC University outdoor trekking trip organize kore?,"The Adventure Club organizes study tours, mountain trekking, camping trips, and environmental awareness excursions.",https://www.bracu.ac.bd/clubs
1091,BRAC e Model United Nations Association (BRACUMUN) international MUN delegation send kore?,BRACUMUN trains debaters and sends official delegations to national and international Model UN conferences.,https://www.bracu.ac.bd/clubs
1092,BRAC e OCSAR campus recruitment drive corporate company connect kore?,OCSAR invites leading multinational and national companies to conduct on-campus placement drives and interviews.,https://www.bracu.ac.bd/ocsar
1093,BRAC e Student Development and Services (SDS) team student welfare manage kore?,"SDS oversees student co-curricular activities, leadership development programs, and welfare initiatives.",https://www.bracu.ac.bd/student-life/student-services
1094,BRAC e BRAC University Communication and Language Club (BUCLC) public speaking workshop organize kore?,"BUCLC hosts public speaking, professional communication, and language fluency training workshops.",https://www.bracu.ac.bd/clubs
1095,BRAC e Photography Club (BRACUPC) annual photo exhibition exhibition organize kore?,"BRACUPC hosts photography exhibitions, photo walks, and visual storytelling competitions.",https://www.bracu.ac.bd/clubs
1096,BRAC e OCSAR graduate employment survey outcome report publish kore?,OCSAR collects and publishes employment statistics tracking graduate career placement rates and industry trends.,https://www.bracu.ac.bd/ocsar
1097,BRAC e social service club Community Service Club (BUCSC) relief distribution organize kore?,"BUCSC engages in flood relief distribution, winter clothing drives, and community education outreach initiatives.",https://www.bracu.ac.bd/clubs
1098,BRAC e IEEE Women in Engineering (WIE) affinity group active ache?,The IEEE WIE BRACU affinity group organizes events empowering female students in engineering and STEM fields.,https://www.bracu.ac.bd/clubs
1099,BRAC e student club executive committee selection annual election or interview-e hoy?,"Club leadership positions are awarded through annual panel reviews, merit evaluations, and faculty advisor interviews.",https://www.bracu.ac.bd/clubs
1100,BRAC e alumni network global chapter events manage kora hoy?,The Alumni Relations Office coordinates international alumni chapters to maintain global connection with BRACU graduates.,https://alumni.bracu.ac.bd
1101,BRAC e Center for Peace and Justice (CPJ) er main activity ki?,"The Center for Peace and Justice conducts research, training, and advocacy on human rights, justice, and peacebuilding issues in Bangladesh and South Asia.",https://www.bracu.ac.bd/academics/institutes-schools
1102,BRAC e BRAC Institute of Governance and Development (BIGD) student der jonno ki opportunity dey?,"BIGD offers research assistantships, fellowships, and access to policy research projects for interested BRAC University students.",https://bigd.bracu.ac.bd
1103,BRAC e James P Grant School of Public Health-er MPH program ki BRACU campus theke offer kora hoy?,"Yes, the James P Grant School of Public Health, a BRAC University institute, offers postgraduate public health programs including MPH from its dedicated campus.",https://jpgsph.bracu.ac.bd
1104,BRAC e BRAC Business School (BBS)-er AACSB accreditation status ki?,"BRAC Business School holds AACSB accreditation, placing it among a select group of internationally recognized business schools.",https://bbs.bracu.ac.bd
1105,BRAC e student der jonno career fair koto bar organize kora hoy?,OCSAR typically organizes an annual career fair connecting students with recruiters from various industries for internships and job opportunities.,https://www.bracu.ac.bd/ocsar
1106,BRAC e Bangladesh Youth Leadership Center (BYLC) er sathe kono collaboration ache?,BRAC University has collaborated with organizations such as BYLC on leadership development and civic engagement initiatives for students.,https://www.bracu.ac.bd
1107,BRAC e SDG-related research initiative kon institute lead kore?,Sustainable Development Goals-related research at BRAC University is primarily coordinated through BIGD and other affiliated research institutes.,https://bigd.bracu.ac.bd
1108,BRAC e semester e total koyta credit complete korle full-time student status thake?,"Students must typically register for a minimum of 12 credits per semester to maintain full-time student status, unless otherwise approved.",https://www.bracu.ac.bd/academics/policies-and-procedures
1109,BRAC e course syllabus ba outline kothay pawa jay?,Course syllabi are distributed by instructors at the beginning of each semester and may also be accessible through the LMS or department office.,https://www.bracu.ac.bd/academics
1110,BRAC e student research grant application-er deadline kobe thake?,Research grant application deadlines are announced periodically by the Office of Research through official notices and the research webpage.,https://www.bracu.ac.bd/research
1111,BRAC e Medium of Instruction (MOI) Certificate er jonno kivabe apply korte hoy?,Students can apply for an official Medium of Instruction Certificate through the Registrar's Office portal or desk after clearing necessary accounts dues.,https://www.bracu.ac.bd/academics/offices/office-registrar
1112,BRAC e BRAC Institute of Languages (BIL) kon kon foreign language course offer kore?,"BRAC Institute of Languages (BIL) offers elective language courses in English, French, Mandarin Chinese, Japanese, Spanish, and Korean.",https://www.bracu.ac.bd/academics/institutes-schools/brac-institute-languages
1113,BRAC e BIGD (BRAC Institute of Governance and Development) kon dhoroner degree provide kore?,"BIGD offers specialized postgraduate degree programs, including Master of Development Studies (MDS) and Master of Public Policy and Governance (MPPG).",https://bigd.bracu.ac.bd
1114,BRAC e James P Grant School of Public Health (JPGSPH) e MPH program-e global students enrol korte pare?,"Yes, the flagship Master of Public Health (MPH) program at JPGSPH attracts international students and public health practitioners worldwide.",https://jpgsph.bracu.ac.bd
1115,BRAC e Center for Climate Change and Environmental Research (C3ER) er main focus ki?,"C3ER conducts interdisciplinary research, climate vulnerability assessments, and policy advocacy on climate adaptation and environmental sustainability.",https://www.bracu.ac.bd/research/institutes-and-centers/c3er
1116,BRAC e Center for Peace and Justice (CPJ) ki dhoroner fellowship or research offer kore?,"CPJ offers research fellowships, human rights advocacy workshops, peacebuilding initiatives, and legal empowerment training programs.",https://cpj.bracu.ac.bd
1117,BRAC e Institutional Quality Assurance Cell (IQAC) er role ki?,"IQAC works to ensure high academic standards, continuous curriculum quality enhancement, and compliance with national and international accreditation bodies.",https://www.bracu.ac.bd/about/iqac
1118,BRAC e Savar Residential Campus (TARC)-e curfew time ba hostel in-time koto?,Students residing at the Savar Residential Campus must return to their designated dormitories before the evening curfew time (typically 6:30 PM / 7:00 PM).,https://www.bracu.ac.bd/academics/residential-campus
1119,BRAC Savar campus-e student-der laundry and linen washing facility ache ki?,"Yes, the Residential Campus in Savar provides dedicated laundry services and designated washing schedules for all resident students.",https://www.bracu.ac.bd/academics/residential-campus
1120,BRAC e duplicate copy official transcript payar processing fee and time koto?,"Students can request a duplicate official transcript from the Controller of Examinations office by paying the prescribed processing fee, which usually takes 5 to 7 working days.",https://www.bracu.ac.bd/academics/offices/office-controller-examinations
1121,BRAC e Office of International Affairs (OIA) er under-e semester exchange program-e apply korar requirement ki?,Students must complete a minimum number of earned credits (usually 30+ credits) and maintain a minimum CGPA (generally 3.00 or above) to apply for partner university exchange programs.,https://www.bracu.ac.bd/international-office
1122,BRAC e USIS portal password bhule gele kivabe reset korbo?,Students can reset their USIS portal password by clicking 'Forgot Password' on the portal login page or contacting the IT Helpdesk with their student ID details.,https://buconnect.bracu.ac.bd
1123,BRAC e Turnitin similarity index percentage maximum koto percent allowed research paper-e?,BRAC University thesis and research papers generally require a Turnitin similarity index below 20% (excluding direct references and quotes) as per academic integrity rules.,https://library.bracu.ac.bd
1124,BRAC e student organization or club account management oversee ke kore?,"The Office of Student Affairs (OSA) oversees financial audits, official banking channels, and budget disbursements for all registered student clubs.",https://www.bracu.ac.bd/student-life/office-student-affairs
1125,BRAC e CSE department intra-university Line Follower Robot (LFR) competition organize kore?,"Yes, ROBU and the CSE department frequently organize intra and inter-university Line Follower Robot and robotics hardware competitions.",https://www.bracu.ac.bd/clubs
1126,BRAC e BIL (BRAC Institute of Languages) Foundation English course (ENG091) complete kora mandatory?,Students who do not achieve the qualifying score in the English section of the admission test must successfully pass Foundation English (ENG091) before taking mainstream English courses.,https://www.bracu.ac.bd/academics/institutes-schools/brac-institute-languages
1127,BRAC e Research Grants Committee (RGC) faculty-student joint research project fund kore?,"Yes, RGC provides internal university research grants to support high-impact joint research proposals submitted by faculty members involving undergraduate or graduate students.",https://www.bracu.ac.bd/research
1128,BRAC e student ID card magnetic / RFID chip damage hole replacement fee dite hoy?,"Yes, students must pay a nominal ID card replacement fee at the Accounts Office if their RFID card is damaged, broken, or demagnetized.",https://www.bracu.ac.bd/academics/offices/office-registrar
1129,BRAC campus e lost item claims-er jonno minimum documentation ki lage?,Students claiming lost items at the central Security Desk must show their valid student ID card and provide an accurate description of the lost item.,https://www.bracu.ac.bd/academics/offices/office-proctor
1130,BRAC e convocation gown and certificate collection kit kothay pawa jay?,"Graduating students collect their official convocation gown, souvenir kit, and invitation cards from the designated campus distribution counters prior to the convocation ceremony.",https://www.bracu.ac.bd/academics/convocation
1131,BRAC e Office of Academic Advising (OAA) te academic probation counseling session-e attend kora mandatory?,"Yes, students placed on academic probation are required to attend mandatory group or individual academic advising sessions conducted by OAA.",https://www.bracu.ac.bd/academics/academic-advising
1132,BRAC e Centre for Entrepreneurship Development (CED) startup incubation facility provide kore?,"Yes, CED offers incubation support, mentorship, seed grants, and training programs for student-led startups and social enterprises.",https://ced.bracu.ac.bd
1133,BRAC e Grade Point Average (GPA) 0.00 kon letter grade-er jonno assign kora hoy?,"A grade point of 0.00 is assigned for an 'F' grade, indicating a course failure.",https://www.bracu.ac.bd/academics/policies-and-procedures
1134,BRAC e semester final exam-e unfair means (cheating) adopt korle kon disciplinary committee action ney?,Allegations of academic dishonesty and unfair means during examinations are investigated and adjudicated by the Proctorial Body and Disciplinary Committee.,https://www.bracu.ac.bd/academics/offices/office-proctor
1135,BRAC e B.Sc in EEE program-e final year capstone design project compulsory?,"Yes, final-year EEE students must complete a mandatory two-semester capstone design project to qualify for graduation.",https://www.bracu.ac.bd/academics/departments/eee
1136,BRAC e Savar Residential Campus (TARC)-e medical room 24/7 service dey?,"Yes, the Residential Campus in Savar has a 24-hour medical clinic equipped with residential medical staff and emergency ambulance support.",https://www.bracu.ac.bd/academics/residential-campus
1137,BRAC e Office of Student Affairs (OSA) co-curricular activity certificate issue kore?,"Yes, OSA issues official leadership and co-curricular involvement certificates for students who serve as active club executives or event organizers.",https://www.bracu.ac.bd/student-life/office-student-affairs
1138,BRAC e Ayesha Abed Library-te inter-library book request placement online portal-e hoy?,"Yes, registered library members can place hold requests or inter-branch item reservation through the online library OPAC catalog.",https://library.bracu.ac.bd
1139,BRAC e B.Pharm program Pharmacy Council of Bangladesh (PCB) approved?,"Yes, the Bachelor of Pharmacy (B.Pharm) program at BRAC University is fully recognized and accredited by the Pharmacy Council of Bangladesh.",https://www.bracu.ac.bd/academics/departments/pharmacy
1140,BRAC e official email account Google Workspace storage quota package use kore?,"Yes, BRAC University provides institutional G Suite / Google Workspace for Education accounts to all active students and faculty.",https://buconnect.bracu.ac.bd
1141,BRAC e campus security Lost and Found item archive koto din maintain kore?,Unclaimed items at the central Lost and Found desk are stored for a maximum period specified by proctorial guidelines before disposal or donation.,https://www.bracu.ac.bd/academics/offices/office-proctor
1142,BRAC e Department of Architecture Design Studio evaluation external jurist conduct kore?,"Yes, prominent practicing architects and external academics are invited as jury members to evaluate architecture student design projects.",https://www.bracu.ac.bd/academics/departments/architecture
1143,BRAC e student health insurance hospital claim form kothay submit korte hoy?,Students can submit medical insurance claim forms along with original hospital bills to the Medical Center or Medical Insurance Desk.,https://www.bracu.ac.bd/student-life/medical-center
1144,BRAC e Alumni Association life membership registration fee ache ki?,"Yes, graduating students pay an official alumni membership fee as part of their final graduation clearance process.",https://alumni.bracu.ac.bd
1145,BRAC e Research Centre for Energy Studies (RCES) kon domain-e research support kore?,"RCES conducts research on renewable energy technologies, power systems optimization, and clean energy policy in Bangladesh.",https://www.bracu.ac.bd/research/institutes-and-centers/rces
1146,BRAC e BIL (BRAC Institute of Languages) Academic English Writing course offer kore?,"Yes, BIL offers specialized academic writing, communication, and professional presentation courses for undergraduate students.",https://www.bracu.ac.bd/academics/institutes-schools/brac-institute-languages
1147,BRAC campus elevator and emergency staircase system routinely safety audit hoy?,"Yes, campus elevators, fire suppression systems, and emergency stairwell clearances undergo routine technical safety audits.",https://www.bracu.ac.bd/academics/offices/office-proctor
1148,BRAC e CSE program-e competitive programming (ICPC / NCPC) workshop organize kora hoy?,"Yes, BRAC Computer Club (BUCC) and the CSE Department host regular competitive programming camps and national contest training sessions.",https://www.bracu.ac.bd/clubs
1149,BRAC e duplicate student ID card print issue hobe koto working day-er moddhe?,A replacement RFID student ID card is typically printed and issued within 3 to 5 working days following fee clearance.,https://www.bracu.ac.bd/academics/offices/office-registrar
1150,BRAC e student transcript-e 'W' (Withdrawal) grade credit hour total CGPA-te count hoy?,"No, a course marked with a 'W' grade indicates official withdrawal before the deadline and is not calculated into the CGPA or earned credit hours.",https://www.bracu.ac.bd/academics/policies-and-procedures
1151,BRAC e Connect portal-e semester registration fee payment receipt print kora jay?,"Yes, students can view and print their paid semester fee receipts directly from the financial section of the BRACU Connect portal.",https://connect.bracu.ac.bd
1152,BRAC e Office of Academic Advising (OAA) advisor appointment Connect portal-e book kora lage?,"Yes, students can schedule official 1-on-1 academic advising appointments with OAA advisors through the Connect portal.",https://connect.bracu.ac.bd
1153,BRAC e student transcript re-issuance fee online mobile banking-e pay kora jay?,"Yes, transcript fees can be paid digitally via bKash, Nagad, or credit card through the university online payment portal.",https://connect.bracu.ac.bd
1154,BRAC Savar Residential Campus-e student dorm curfew extensions special event-e allow kora hoy?,"Yes, curfew extensions are granted by campus authorities during official cultural nights, debates, or university organized events.",https://www.bracu.ac.bd/academics/residential-campus
