claim,context,is_correct,source,query
"Applicants to BSS in Anthropology, BA in English, and LLB (Hons) are tested only in English as part of the admission test.","Question: Hey, what subjects are tested for BSS in Anthropology, BA in English, and LLB admission?
Answer: Applicants to BSS in Anthropology, BA in English, and LLB (Hons) are tested only in English as part of the admission test.

Question (Banglish): BSS in Anthropology, BA in English, ar LLB admission er jonno kon kon subject test hoy?
Answer (English): Applicants to BSS in Anthropology, BA in English, and LLB (Hons) are tested only in English as part of the admission test.

Question: I looked around the site but couldn't find it — what subjects are tested for the BBA and BSS in Economics admission test?
Answer: Applicants to BBA and BSS in Economics are tested on English and Mathematics in the admission test.

Question: What subjects are tested for the BBA and BSS in Economics admission test?
Answer: Applicants to BBA and BSS in Economics are tested on English and Mathematics in the admission test.

Question: What subjects are tested for BSS in Anthropology, BA in English, and LLB admission?
Answer: Applicants to BSS in Anthropology, BA in English, and LLB (Hons) are tested only in English as part of the admission test.",True,verified_retrieval,"Hey, what subjects are tested for BSS in Anthropology, BA in English, and LLB admission?"
"Yes, programs with laboratory or studio components (such as CSE, Architecture, and Pharmacy) typically carry an additional lab/studio fee per semester on top of standard tuition and semester fees.","Question: Do lab-based or design-based programs pay an additional fee beyond regular tuition?
Answer: Yes, programs with laboratory or studio components (such as CSE, Architecture, and Pharmacy) typically carry an additional lab/studio fee per semester on top of standard tuition and semester fees.

Question (Banglish): Lab-based ba design-based program e ki regular tuition er baire additional fee lage?
Answer (English): Yes, programs with laboratory or studio components (such as CSE, Architecture, and Pharmacy) typically carry an additional lab/studio fee per semester on top of standard tuition and semester fees.

Question: Does BRAC University have any additional fees apart from tuition?
Answer: In addition to the tuition fees for the Computer Science and Engineering (CSE) program at BRAC University, students are required to pay several additional fees. These include a one-time, non-refundable admission fee of BDT 30,800 and a semester fee of BDT 11,500, which covers essential services such as IT facilities, library access, and student activities. There is also a one-time library membership fee of BDT 2,500. Depending on the specific courses, students might incur additional lab fees, although these are generally included within the course fees for most programs?

Question: Are there any additional fees apart from tuition?
Answer: In addition to the tuition fees for the Computer Science and Engineering (CSE) program at BRAC University, students are required to pay several additional fees. These include a one-time, non-refundable admission fee of BDT 30,800 and a semester fee of BDT 11,500, which covers essential services such as IT facilities, library access, and student activities. There is also a one-time library membership fee of BDT 2,500. Depending on the specific courses, students might incur additional lab fees, although these are generally included within the course fees for most programs?

Question: I wanted to ask, do lab-based or design-based programs pay an additional fee beyond regular tuition?
Answer: Yes, programs with laboratory or studio components (such as CSE, Architecture, and Pharmacy) typically carry an additional lab/studio fee per semester on top of standard tuition and semester fees.",True,verified_retrieval,Do lab-based or design-based programs pay an additional fee beyond regular tuition?
"Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed.","Question: Curious about something: what items are prohibited in the exam hall?
Answer: Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.

Question: Before I forget to ask — what items are prohibited in the exam hall?
Answer: Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.

Question: Curious about something: how early should students arrive at the exam hall?
Answer: Students should aim to arrive at the exam hall at least 15 to 30 minutes before the scheduled start time of their exam.

Question (Banglish): Exam hall e ki ki jinish prohibited?
Answer (English): Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.

Question: What items are prohibited in the exam hall?
Answer: Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.",True,verified_retrieval,Curious about something: what items are prohibited in the exam hall?
"Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.","Question: Curious about something: what items are prohibited in the exam hall?
Answer: Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.

Question: Before I forget to ask — what items are prohibited in the exam hall?
Answer: Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.

Question: Curious about something: how early should students arrive at the exam hall?
Answer: Students should aim to arrive at the exam hall at least 15 to 30 minutes before the scheduled start time of their exam.

Question (Banglish): Exam hall e ki ki jinish prohibited?
Answer (English): Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.

Question: What items are prohibited in the exam hall?
Answer: Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.",True,verified_retrieval,Curious about something: what items are prohibited in the exam hall?
"Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.","Question: Curious about something: what items are prohibited in the exam hall?
Answer: Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.

Question: Before I forget to ask — what items are prohibited in the exam hall?
Answer: Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.

Question: Curious about something: how early should students arrive at the exam hall?
Answer: Students should aim to arrive at the exam hall at least 15 to 30 minutes before the scheduled start time of their exam.

Question (Banglish): Exam hall e ki ki jinish prohibited?
Answer (English): Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.

Question: What items are prohibited in the exam hall?
Answer: Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.",True,verified_retrieval,Curious about something: what items are prohibited in the exam hall?
"BRAC University runs three semesters a year - Spring, Summer and Fall - starting in January, May and September respectively.","Question: How many semesters does BRAC University run per year, and when do they start?
Answer: BRAC University runs three semesters a year - Spring, Summer and Fall - starting in January, May and September respectively. Pharmacy admits in Spring or Summer, and LLB admits in Spring or Fall.

Question: How many semesters does BRAC University run each year, and what are they called?
Answer: BRAC University follows a semester-based system with three equal semesters each year: Spring, Summer, and Fall.

Question: Before I forget to ask — how many semesters does BRAC University run each year, and what are they called?
Answer: BRAC University follows a semester-based system with three equal semesters each year: Spring, Summer, and Fall.

Question: Not sure if this is covered elsewhere, but how many semesters does BRAC University run each year, and what are they called?
Answer: BRAC University follows a semester-based system with three equal semesters each year: Spring, Summer, and Fall.

Question: Just wondering, how many semesters does BRAC University run per year, and when do they start?
Answer: BRAC University runs three semesters a year - Spring, Summer and Fall - starting in January, May and September respectively. Pharmacy admits in Spring or Summer, and LLB admits in Spring or Fall.",True,verified_retrieval,"How many semesters does BRAC University run per year, and when do they start?"
There is no separate exam for awarding Scholarship/Financial Aid.,"Question: Does BRAC University have any separate exam for awarding Scholarship/Financial Aid?
Answer: There is no separate exam for Scholarship/Financial Aid.

Question (Banglish): Scholarship/Financial Aid deyar jonno ki kono alada exam ache?
Answer (English): There is no separate exam for Scholarship/Financial Aid.

Question: Are there any additional fees for taking a make-up exam?
Answer: Yes, at BRAC University, there is typically a fee associated with taking a make-up exam. Students are required to pay this fee, which covers administrative costs related to scheduling and conducting the make-up exam. The fee amount and payment procedures can vary, so it is important for students to check with the Registrar’s Office or the Accounts Office for specific details regarding the fee amount and payment process.

Question: Does BRAC University have any additional fees for taking a make-up exam?
Answer: Yes, at BRAC University, there is typically a fee associated with taking a make-up exam. Students are required to pay this fee, which covers administrative costs related to scheduling and conducting the make-up exam. The fee amount and payment procedures can vary, so it is important for students to check with the Registrar’s Office or the Accounts Office for specific details regarding the fee amount and payment process.

Question: Is there any separate exam for awarding Scholarship/Financial Aid?
Answer: There is no separate exam for Scholarship/Financial Aid.",True,verified_retrieval,Does BRAC University have any separate exam for awarding Scholarship/Financial Aid?
"The Counseling and Wellness Centre at BRAC University offers psychological and wellbeing support to students, separate from the psychosocial counselling available specifically at the Residential Campus.","Question: What does the Counseling and Wellness Centre at BRAC University offer?
Answer: The Counseling and Wellness Centre is a dedicated student-life office providing psychological and wellbeing support to students, separate from the psychosocial counselling available specifically at the Residential Campus.

Question: Does the Counseling and Wellness Centre charge for its services?
Answer: No, the Counseling and Wellness Centre (CWC) provides free and confidential mental health and wellbeing services to all students and staff, including individual counseling, both face-to-face and online.

Question: What kind of counseling services does the Counseling Unit provide?
Answer: The Counseling Unit offers mental health support, guidance, and workshops for students. Visti: https://www.bracu.ac.bd/campus-life/student-affairs/counseling-unit/counseling-team

Question (Banglish): Counseling and Wellness Centre ki tar service er jonno charge kore?
Answer (English): No, the Counseling and Wellness Centre (CWC) provides free and confidential mental health and wellbeing services to all students and staff, including individual counseling, both face-to-face and online.

Question (Banglish): BRAC University er Counseling and Wellness Centre ki offer kore?
Answer (English): The Counseling and Wellness Centre is a dedicated student-life office providing psychological and wellbeing support to students, separate from the psychosocial counselling available specifically at the Residential Campus.",True,verified_retrieval,What does the Counseling and Wellness Centre at BRAC University offer?
"BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.","Question: New student here, when was BRAC University established and who founded it?
Answer: BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.

Question: Quick question — when was BRAC University established and who founded it?
Answer: BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.

Question: When was the BRAC University School of Law established, and what degree does it offer?
Answer: The School of Law was founded in 2004 and offers a four-year undergraduate Bachelor of Laws (LL.B. Hons.) program, along with a postgraduate LL.M. program.

Question (Banglish): BRAC University kobe establish hoyechilo, ar ke prothisthata?
Answer (English): BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.

Question: When was BRAC University established and who founded it?
Answer: BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.",True,verified_retrieval,"New student here, when was BRAC University established and who founded it?"
"All undergraduate students attending the upcoming semester, excluding RS-eligible students and LLB, PHR students.","Question: Who must participate in the Wishlist event?
Answer: All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students

Question (Banglish): Kon group er student der Wishlist event e participate korar requirement nei?
Answer (English): Students who are eligible for residential semester in the upcoming semester.

Question (Banglish): Ke Wishlist event e participate korte hobe?
Answer (English): All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students

Question: Group of students eligible for Pre-Registration Phase 2?
Answer: Students who participated and did not participate in the Wishlist Event. It means all the students.

Question: Which group of students is not required to participate in the Wishlist event?
Answer: Students who are eligible for residential semester in the upcoming semester.",True,verified_retrieval,Who must participate in the Wishlist event?
"To start a new club, you need at least 50 interested student members and one BRACU faculty advisor.","Question: Curious about something: what are the basic requirements and application process to start a new club at BRAC University?
Answer: To start a new club, you need at least 50 interested student members and one BRACU faculty advisor. The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor. The new club's Executive Committee follows the same eligibility rules as any club's committee (see the Executive Committee CGPA/credit requirements). One faculty member can advise only one club at a time, but can additionally co-advise up to one more; a faculty member who isn't an advisor of any club can co-advise up to two.

Question: Can you tell me what the basic requirements and application process to start a new club at BRAC University are?
Answer: To start a new club, you need at least 50 interested student members and one BRACU faculty advisor. The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor. The new club's Executive Committee follows the same eligibility rules as any club's committee (see the Executive Committee CGPA/credit requirements). One faculty member can advise only one club at a time, but can additionally co-advise up to one more; a faculty member who isn't an advisor of any club can co-advise up to two.

Question: Can I start my own club? What is the process?
Answer: Of course you can start your own club. Here is some information to get started: At least 75 student members and 1 advisor [from BRACU faculty] are needed to start a
club. An application to the director, co-curricular activities with goals, objectives, program calendar and mode of operation, signed by the advisor/ co-advisor[s] should be submitted by the applicants intending to open the club. For more details , go to: https://www.bracu.ac.bd/sites/default/files/Proctor_office/bu_disciplinary_policies/8.%20OCA%20Guidelines.pdf

Question (Banglish): BRAC University te notun club shuru korte basic requirement ar application process ta ki?
Answer (English): To start a new club, you need at least 50 interested student members and one BRACU faculty advisor. The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor. The new club's Executive Committee follows the same eligibility rules as any club's committee (see the Executive Committee CGPA/credit requirements). One faculty member can advise only one club at a time, but can additionally co-advise up to one more; a faculty member who isn't an advisor of any club can co-advise up to two.

Question: What are the basic requirements and application process to start a new club at BRAC University?
Answer: To start a new club, you need at least 50 interested student members and one BRACU faculty advisor. The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor. The new club's Executive Committee follows the same eligibility rules as any club's committee (see the Executive Committee CGPA/credit requirements). One faculty member can advise only one club at a time, but can additionally co-advise up to one more; a faculty member who isn't an advisor of any club can co-advise up to two.",True,verified_retrieval,Curious about something: what are the basic requirements and application process to start a new club at BRAC University?
"The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor.","Question: Curious about something: what are the basic requirements and application process to start a new club at BRAC University?
Answer: To start a new club, you need at least 50 interested student members and one BRACU faculty advisor. The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor. The new club's Executive Committee follows the same eligibility rules as any club's committee (see the Executive Committee CGPA/credit requirements). One faculty member can advise only one club at a time, but can additionally co-advise up to one more; a faculty member who isn't an advisor of any club can co-advise up to two.

Question: Can you tell me what the basic requirements and application process to start a new club at BRAC University are?
Answer: To start a new club, you need at least 50 interested student members and one BRACU faculty advisor. The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor. The new club's Executive Committee follows the same eligibility rules as any club's committee (see the Executive Committee CGPA/credit requirements). One faculty member can advise only one club at a time, but can additionally co-advise up to one more; a faculty member who isn't an advisor of any club can co-advise up to two.

Question: Can I start my own club? What is the process?
Answer: Of course you can start your own club. Here is some information to get started: At least 75 student members and 1 advisor [from BRACU faculty] are needed to start a
club. An application to the director, co-curricular activities with goals, objectives, program calendar and mode of operation, signed by the advisor/ co-advisor[s] should be submitted by the applicants intending to open the club. For more details , go to: https://www.bracu.ac.bd/sites/default/files/Proctor_office/bu_disciplinary_policies/8.%20OCA%20Guidelines.pdf

Question (Banglish): BRAC University te notun club shuru korte basic requirement ar application process ta ki?
Answer (English): To start a new club, you need at least 50 interested student members and one BRACU faculty advisor. The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor. The new club's Executive Committee follows the same eligibility rules as any club's committee (see the Executive Committee CGPA/credit requirements). One faculty member can advise only one club at a time, but can additionally co-advise up to one more; a faculty member who isn't an advisor of any club can co-advise up to two.

Question: What are the basic requirements and application process to start a new club at BRAC University?
Answer: To start a new club, you need at least 50 interested student members and one BRACU faculty advisor. The applicants then submit an application to the Director of Co-Curricular Activities, including the club's goals, objectives, a program calendar, and mode of operation, signed by the advisor. The new club's Executive Committee follows the same eligibility rules as any club's committee (see the Executive Committee CGPA/credit requirements). One faculty member can advise only one club at a time, but can additionally co-advise up to one more; a faculty member who isn't an advisor of any club can co-advise up to two.",True,verified_retrieval,Curious about something: what are the basic requirements and application process to start a new club at BRAC University?
"Yes, twice.","Question: Before I forget to ask — has BRAC University ever won the World Universities Debating Championship (WUDC)?
Answer: Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.

Question: Random question, has BRAC University ever won the World Universities Debating Championship (WUDC)?
Answer: Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.

Question: Has BRAC University's debate team had recent success in inter-university tournaments?
Answer: Yes, for example Team BRAC-A won the BDC-BUETDC Pre-UADC 2025 tournament (hosted by the BUET Debating Club), beating out 36 teams from across Bangladesh in the United Asians Debating Championship (UADC) format.

Question (Banglish): BRAC University ki kokhono World Universities Debating Championship (WUDC) jitteche?
Answer (English): Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.

Question: Has BRAC University ever won the World Universities Debating Championship (WUDC)?
Answer: Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.",True,verified_retrieval,Before I forget to ask — has BRAC University ever won the World Universities Debating Championship (WUDC)?
"In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win.","Question: Before I forget to ask — has BRAC University ever won the World Universities Debating Championship (WUDC)?
Answer: Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.

Question: Random question, has BRAC University ever won the World Universities Debating Championship (WUDC)?
Answer: Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.

Question: Has BRAC University's debate team had recent success in inter-university tournaments?
Answer: Yes, for example Team BRAC-A won the BDC-BUETDC Pre-UADC 2025 tournament (hosted by the BUET Debating Club), beating out 36 teams from across Bangladesh in the United Asians Debating Championship (UADC) format.

Question (Banglish): BRAC University ki kokhono World Universities Debating Championship (WUDC) jitteche?
Answer (English): Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.

Question: Has BRAC University ever won the World Universities Debating Championship (WUDC)?
Answer: Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.",True,verified_retrieval,Before I forget to ask — has BRAC University ever won the World Universities Debating Championship (WUDC)?
"In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.","Question: Before I forget to ask — has BRAC University ever won the World Universities Debating Championship (WUDC)?
Answer: Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.

Question: Random question, has BRAC University ever won the World Universities Debating Championship (WUDC)?
Answer: Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.

Question: Has BRAC University's debate team had recent success in inter-university tournaments?
Answer: Yes, for example Team BRAC-A won the BDC-BUETDC Pre-UADC 2025 tournament (hosted by the BUET Debating Club), beating out 36 teams from across Bangladesh in the United Asians Debating Championship (UADC) format.

Question (Banglish): BRAC University ki kokhono World Universities Debating Championship (WUDC) jitteche?
Answer (English): Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.

Question: Has BRAC University ever won the World Universities Debating Championship (WUDC)?
Answer: Yes, twice. In 2013, BRAC Bangladesh A (Ratib Murtaza Ali and Aaqib Farhan Hossain) won the English-as-a-Second-Language (ESL) category at WUDC in Berlin - Bangladesh's first such win. In 2022, BRAC University students Sourodip Paul and Sajid Asbat Khandaker won the WUDC open category outright in Belgrade, becoming the first Asian team ever to win the tournament's top title.",True,verified_retrieval,Before I forget to ask — has BRAC University ever won the World Universities Debating Championship (WUDC)?
"To access the Multipurpose Hall, go to the Ground Floor and find the lift lobby (2nd escalator), then proceed straight to the West Side, where you will find some seats next to the hall.","Question: How do I access the Multipurpose Hall?
Answer: Ground Floor, Find the lift lobby(2nd escalator); go straight to the West Side, where you will find some seats next to the Multipurpose Hall.

Question: How can I access the Prayer Room for females?
Answer: The Prayer Room is located in front of the indoor Multipurpose Hall and on 6th floor(ZONE-H)

Question (Banglish): Multipurpose Hall e ki type er event hote pare?
Answer (English): The Multipurpose Hall can be used for meetings, seminars, workshops, and social gatherings.

Question: What types of events can be held in the Multipurpose Hall?
Answer: The Multipurpose Hall can be used for meetings, seminars, workshops, and social gatherings.

Question (Banglish): Multipurpose Hall ami kivabe access korbo?
Answer (English): Ground Floor, Find the lift lobby(2nd escalator); go straight to the West Side, where you will find some seats next to the Multipurpose Hall.",True,verified_retrieval,How do I access the Multipurpose Hall?
"The formula BRAC University uses to calculate GPA is the sum of (grade points x credits) for all courses, divided by the sum of credits attempted - i.e., a credit-weighted average, so a 4-credit course affects the GPA more than a 1-credit course.","Question: Can you tell me what the formula BRAC University uses to calculate GPA is?
Answer: GPA is calculated as the sum of (grade points x credits) for all courses, divided by the sum of credits attempted - i.e., a credit-weighted average, so a 4-credit course affects the GPA more than a 1-credit course.

Question: Kind of urgent, but what is the formula BRAC University uses to calculate GPA?
Answer: GPA is calculated as the sum of (grade points x credits) for all courses, divided by the sum of credits attempted - i.e., a credit-weighted average, so a 4-credit course affects the GPA more than a 1-credit course.

Question: I looked around the site but couldn't find it — how is the CGPA calculated?
Answer: To calculate your CGPA, simply sum all your GPAs for each semester and divide it by the sum of the Total Credit Units (TCU) for each semester

Question (Banglish): GPA calculate korte BRAC University kon formula use kore?
Answer (English): GPA is calculated as the sum of (grade points x credits) for all courses, divided by the sum of credits attempted - i.e., a credit-weighted average, so a 4-credit course affects the GPA more than a 1-credit course.

Question: What is the formula BRAC University uses to calculate GPA?
Answer: GPA is calculated as the sum of (grade points x credits) for all courses, divided by the sum of credits attempted - i.e., a credit-weighted average, so a 4-credit course affects the GPA more than a 1-credit course.",True,verified_retrieval,Can you tell me what the formula BRAC University uses to calculate GPA is?
