claim,context,is_correct,source,query,nli_score
Yes.,"Question: Does BRAC University offer any short professional certificate courses outside its degree programs?
Answer: Yes. For example, BRAC University partnered with Swisscontact Bangladesh to launch a Professional Certificate Course on Environmental, Social and Governance (ESG), aimed at industry professionals - its first batch began in February 2026, aimed particularly at export-oriented sectors like ready-made garments.

Question: Does BRAC University offer any online courses?
Answer: We do not offer online courses or degree programs.

Question (Banglish): BRAC University ki kono online course offer kore?
Answer (English): We do not offer online courses or degree programs.

Question: Just wondering, does BRAC University offer any online courses?
Answer: We do not offer online courses or degree programs.

Question (Banglish): BRAC University ki degree program er baire kono short professional certificate course offer kore?
Answer (English): Yes. For example, BRAC University partnered with Swisscontact Bangladesh to launch a Professional Certificate Course on Environmental, Social and Governance (ESG), aimed at industry professionals - its first batch began in February 2026, aimed particularly at export-oriented sectors like ready-made garments.",True,verified_retrieval,Does BRAC University offer any short professional certificate courses outside its degree programs?,0.9830501675605774
"For example, BRAC University partnered with Swisscontact Bangladesh to launch a Professional Certificate Course on Environmental, Social and Governance (ESG), aimed at industry professionals - its first batch began in February 2026, aimed particularly at export-oriented sectors like ready-made garments.","Question: Does BRAC University offer any short professional certificate courses outside its degree programs?
Answer: Yes. For example, BRAC University partnered with Swisscontact Bangladesh to launch a Professional Certificate Course on Environmental, Social and Governance (ESG), aimed at industry professionals - its first batch began in February 2026, aimed particularly at export-oriented sectors like ready-made garments.

Question: Does BRAC University offer any online courses?
Answer: We do not offer online courses or degree programs.

Question (Banglish): BRAC University ki kono online course offer kore?
Answer (English): We do not offer online courses or degree programs.

Question: Just wondering, does BRAC University offer any online courses?
Answer: We do not offer online courses or degree programs.

Question (Banglish): BRAC University ki degree program er baire kono short professional certificate course offer kore?
Answer (English): Yes. For example, BRAC University partnered with Swisscontact Bangladesh to launch a Professional Certificate Course on Environmental, Social and Governance (ESG), aimed at industry professionals - its first batch began in February 2026, aimed particularly at export-oriented sectors like ready-made garments.",True,verified_retrieval,Does BRAC University offer any short professional certificate courses outside its degree programs?,0.9865955710411072
The Office of the Proctor handles student discipline and campus safety matters.,"Question: Who handles student discipline and safety issues on campus?
Answer: The Office of the Proctor handles student discipline and campus safety matters. It can be reached at proctor@bracu.ac.bd or by phone, and is open 9:00 AM to 5:30 PM.

Question: What exactly does the Office of the Proctor handle at BRAC University?
Answer: The Office of the Proctor is responsible for student discipline and campus safety, acting as an intermediary for complaints about harassment, bullying, or intimidation involving anyone affiliated with BRACU - students, faculty, staff, or security personnel.

Question: Kind of urgent, but what exactly does the Office of the Proctor handle at BRAC University?
Answer: The Office of the Proctor is responsible for student discipline and campus safety, acting as an intermediary for complaints about harassment, bullying, or intimidation involving anyone affiliated with BRACU - students, faculty, staff, or security personnel.

Question: Hi, what exactly does the Office of the Proctor handle at BRAC University?
Answer: The Office of the Proctor is responsible for student discipline and campus safety, acting as an intermediary for complaints about harassment, bullying, or intimidation involving anyone affiliated with BRACU - students, faculty, staff, or security personnel.

Question (Banglish): Campus e student discipline ar safety issue ke handle kore?
Answer (English): The Office of the Proctor handles student discipline and campus safety matters. It can be reached at proctor@bracu.ac.bd or by phone, and is open 9:00 AM to 5:30 PM.",True,verified_retrieval,Who handles student discipline and safety issues on campus?,0.9916312098503113
"It can be reached at proctor@bracu.ac.bd or by phone, and is open 9:00 AM to 5:30 PM.","Question: Who handles student discipline and safety issues on campus?
Answer: The Office of the Proctor handles student discipline and campus safety matters. It can be reached at proctor@bracu.ac.bd or by phone, and is open 9:00 AM to 5:30 PM.

Question: What exactly does the Office of the Proctor handle at BRAC University?
Answer: The Office of the Proctor is responsible for student discipline and campus safety, acting as an intermediary for complaints about harassment, bullying, or intimidation involving anyone affiliated with BRACU - students, faculty, staff, or security personnel.

Question: Kind of urgent, but what exactly does the Office of the Proctor handle at BRAC University?
Answer: The Office of the Proctor is responsible for student discipline and campus safety, acting as an intermediary for complaints about harassment, bullying, or intimidation involving anyone affiliated with BRACU - students, faculty, staff, or security personnel.

Question: Hi, what exactly does the Office of the Proctor handle at BRAC University?
Answer: The Office of the Proctor is responsible for student discipline and campus safety, acting as an intermediary for complaints about harassment, bullying, or intimidation involving anyone affiliated with BRACU - students, faculty, staff, or security personnel.

Question (Banglish): Campus e student discipline ar safety issue ke handle kore?
Answer (English): The Office of the Proctor handles student discipline and campus safety matters. It can be reached at proctor@bracu.ac.bd or by phone, and is open 9:00 AM to 5:30 PM.",True,verified_retrieval,Who handles student discipline and safety issues on campus?,0.9872007369995117
Violating rules and regulations can get one ousted from tarc.,"Question: Before I forget to ask — what are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: Just wondering, what are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question (Banglish): TARC er rules bhanle ki consequence hoy?
Answer (English): Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: Can you tell me what the consequences of violating TARC rules and regulations are?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: What are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled",True,verified_retrieval,Before I forget to ask — what are the consequences of violating TARC rules and regulations?,0.029097510501742363
Eventually on severe violation the authority will call their parents and send them home.,"Question: Before I forget to ask — what are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: Just wondering, what are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question (Banglish): TARC er rules bhanle ki consequence hoy?
Answer (English): Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: Can you tell me what the consequences of violating TARC rules and regulations are?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: What are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled",True,verified_retrieval,Before I forget to ask — what are the consequences of violating TARC rules and regulations?,0.09758621454238892
"On minor violation, students are given warning.","Question: Before I forget to ask — what are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: Just wondering, what are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question (Banglish): TARC er rules bhanle ki consequence hoy?
Answer (English): Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: Can you tell me what the consequences of violating TARC rules and regulations are?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: What are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled",True,verified_retrieval,Before I forget to ask — what are the consequences of violating TARC rules and regulations?,0.33737310767173767
Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled.,"Question: Before I forget to ask — what are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: Just wondering, what are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question (Banglish): TARC er rules bhanle ki consequence hoy?
Answer (English): Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: Can you tell me what the consequences of violating TARC rules and regulations are?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: What are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled",True,verified_retrieval,Before I forget to ask — what are the consequences of violating TARC rules and regulations?,0.17830239236354828
"BRAC University publishes a 'Payment Manual for Students' PDF, linked from the Tuition and Fees page, which explains the accepted payment methods and installment options in detail.","Question: Where can I find the official student payment manual?
Answer: BRAC University publishes a 'Payment Manual for Students' PDF, linked from the Tuition and Fees page, which explains the accepted payment methods and installment options in detail.

Question (Banglish): Official student payment manual ami kothay pabo?
Answer (English): BRAC University publishes a 'Payment Manual for Students' PDF, linked from the Tuition and Fees page, which explains the accepted payment methods and installment options in detail.

Question: How to collect payment clearance from Finance and Accounts department for Provisional Certificate, Convocation and other document request form?
Answer: Students can collect their document request forms from the designated department.

The student has to pay the mentioned amount for their desired document. Payment for documents can be made through prescribed manual payslip at BRAC Bank (any branch) and IFIC Bank (Mohakhali branch).

To collect payment clearance from the Finance and Accounts Department, the student has to bring his payment slip and all duly filled forms with them.

Question: Can you tell me what the ways of paying the tution fees are?
Answer: BRAC University Payment Manual for Students

Link: https://www.bracu.ac.bd/brac-university-payment-manual-students

USIS Payslip: 

Students can log in to the USIS Link: https://usis.bracu.ac.bd/academia/ to download and print their USIS pay slip, and make payment in any branch of BRAC Bank/ Southeast Bank/ ONE Bank/ Dhaka Bank/ Prime Bank (except agent banking) with their printed USIS pay slip. Confirmation will be done automatically. Students do not have to submit the pay slip physically at Brac University.

 

BRAC Bank Internet Banking:

If a student or his/her guardian has an account with BRAC Bank, they can make payment through BRAC Bank online transactions. BRAC Bank online portal has the option to pay to BRAC University. Once the payment has been made, the confirmation will be done automatically. BRAC Bank online link: https://astha.bracbank.com/ib-retail-web/tenant/index 

 

Payment Gateway (for debit or credit card / bank transfer / mobile banking):

Students can log in to the USIS Link: https://usis.bracu.ac.bd/academia/ and look for the pay slip and select “Proceed to payment” and then “Pay Now” button at the bottom of the pay slip to make online payment through authorized payment gateway with debit or credit card / bank transfer / mobile banking (bKash, Rocket, Nagad, etc.). Students will get payment confirmation ONLY if authorized payment gateway is used with debit or credit card/ bank transfer/ mobile banking. Please refer to USIS pay slip for applicable convenience fee on payment gateway.

Please note that BFTN / EFT/ manual pay slip payment is NOT acceptable.

Question: One thing I couldn't find anywhere: where can I find the official student payment manual?
Answer: BRAC University publishes a 'Payment Manual for Students' PDF, linked from the Tuition and Fees page, which explains the accepted payment methods and installment options in detail.",True,verified_retrieval,Where can I find the official student payment manual?,0.9898199439048767
The pickup times for Route-03 (Jigatola) are 1st Trip: 6:30 AM and 2nd Trip: 8:45 AM.,"Question: What are the pickup times for Route-03 (Jigatola)?
Answer: Route-03 (Jigatola): 1st Trip: 6:30 AM, 2nd Trip: 8:45 AM.

Question (Banglish): Route-03 (Jigatola) er pickup time gula ki?
Answer (English): Route-03 (Jigatola): 1st Trip: 6:30 AM, 2nd Trip: 8:45 AM.

Question: What are the pickup times for Route-04 (Azimpur)?
Answer: Route-04 (Azimpur): 1st Trip: 6:30 AM, 2nd Trip: 8:45 AM.

Question: What are the pickup times for Route-05 (Jatrabari)?
Answer: Route-05 (Jatrabari): 1st Trip: 6:30 AM, 2nd Trip: 8:45 AM.

Question: What is the first pickup time for each route?
Answer: Pickup times range from 6:15 AM to 7:10 AM, depending on the route.",True,verified_retrieval,What are the pickup times for Route-03 (Jigatola)?,0.8178969621658325
"Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.","Question: I wanted to ask, how many credit hours must a scholarship-holding international student take each semester?
Answer: Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.

Question: How many credit hours must a scholarship-holding international student take each semester?
Answer: Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.

Question: Curious about something: how many credit hours must a scholarship-holding international student take each semester?
Answer: Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.

Question: Random question, how many credit hours must a scholarship-holding international student take each semester?
Answer: Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.

Question: Before I forget to ask — how many credit hours must a scholarship-holding international student take each semester?
Answer: Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.",True,verified_retrieval,"I wanted to ask, how many credit hours must a scholarship-holding international student take each semester?",0.990993082523346
"Yes, an item can be renewed if no other user has placed a hold on it.","Question: One thing I couldn't find anywhere: can I renew a book I have borrowed from the library?
Answer: Yes, an item can be renewed if no other user has placed a hold on it. Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.

Question: Can I renew a book I have borrowed from the library?
Answer: Yes, an item can be renewed if no other user has placed a hold on it. Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.

Question: Before I forget to ask — can I renew a book I have borrowed from the library?
Answer: Yes, an item can be renewed if no other user has placed a hold on it. Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.

Question: Sorry if this was already answered, but can I renew a book I have borrowed from the library?
Answer: Yes, an item can be renewed if no other user has placed a hold on it. Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.

Question: No idea if this is written down anywhere — can I renew a book I have borrowed from the library?
Answer: Yes, an item can be renewed if no other user has placed a hold on it. Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.",True,verified_retrieval,One thing I couldn't find anywhere: can I renew a book I have borrowed from the library?,0.9910433292388916
Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.,"Question: One thing I couldn't find anywhere: can I renew a book I have borrowed from the library?
Answer: Yes, an item can be renewed if no other user has placed a hold on it. Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.

Question: Can I renew a book I have borrowed from the library?
Answer: Yes, an item can be renewed if no other user has placed a hold on it. Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.

Question: Before I forget to ask — can I renew a book I have borrowed from the library?
Answer: Yes, an item can be renewed if no other user has placed a hold on it. Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.

Question: Sorry if this was already answered, but can I renew a book I have borrowed from the library?
Answer: Yes, an item can be renewed if no other user has placed a hold on it. Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.

Question: No idea if this is written down anywhere — can I renew a book I have borrowed from the library?
Answer: Yes, an item can be renewed if no other user has placed a hold on it. Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.",True,verified_retrieval,One thing I couldn't find anywhere: can I renew a book I have borrowed from the library?,0.9914165139198303
There is an admission application fee of Tk.,"Question: I wanted to ask, is there an application fee, How much is it?
Answer: Admission Application Fee Tk. 1,500/- Non-Refundable [Through Bkash, Rocket, Nagod, Visa cards, Dhaka Bank Ltd., One Bank Ltd., Southeast Bank Ltd., Brac Bank Ltd. And Prime Bank Ltd]

Question: How much is the admission application fee?
Answer: Local Applicants need to pay the non-refundable application fee Tk. 1500. For international applicants, the non-refundable application fee is US$ 20.

Question: Before I start the application, how much money do I need to set aside just for the fee itself?
Answer: Local Applicants need to pay the non-refundable application fee Tk. 1500. For international applicants, the non-refundable application fee is US$ 20.

Question: One thing I couldn't find anywhere: how much is the admission application fee?
Answer: Local Applicants need to pay the non-refundable application fee Tk. 1500. For international applicants, the non-refundable application fee is US$ 20.

Question: Is there an application fee? How much is it?
Answer: Admission Application Fee Tk. 1,500/- Non-Refundable [Through Bkash, Rocket, Nagod, Visa cards, Dhaka Bank Ltd., One Bank Ltd., Southeast Bank Ltd., Brac Bank Ltd. And Prime Bank Ltd]",True,verified_retrieval,"I wanted to ask, is there an application fee, How much is it?",0.9885877370834351
"1,500/- Non-Refundable, which can be paid through various methods including Bkash, Rocket, Nagod, Visa cards, Dhaka Bank Ltd., One Bank Ltd., Southeast Bank Ltd., Brac Bank Ltd., and Prime Bank Ltd.","Question: I wanted to ask, is there an application fee, How much is it?
Answer: Admission Application Fee Tk. 1,500/- Non-Refundable [Through Bkash, Rocket, Nagod, Visa cards, Dhaka Bank Ltd., One Bank Ltd., Southeast Bank Ltd., Brac Bank Ltd. And Prime Bank Ltd]

Question: How much is the admission application fee?
Answer: Local Applicants need to pay the non-refundable application fee Tk. 1500. For international applicants, the non-refundable application fee is US$ 20.

Question: Before I start the application, how much money do I need to set aside just for the fee itself?
Answer: Local Applicants need to pay the non-refundable application fee Tk. 1500. For international applicants, the non-refundable application fee is US$ 20.

Question: One thing I couldn't find anywhere: how much is the admission application fee?
Answer: Local Applicants need to pay the non-refundable application fee Tk. 1500. For international applicants, the non-refundable application fee is US$ 20.

Question: Is there an application fee? How much is it?
Answer: Admission Application Fee Tk. 1,500/- Non-Refundable [Through Bkash, Rocket, Nagod, Visa cards, Dhaka Bank Ltd., One Bank Ltd., Southeast Bank Ltd., Brac Bank Ltd. And Prime Bank Ltd]",True,verified_retrieval,"I wanted to ask, is there an application fee, How much is it?",0.9686306715011597
"If a student misses the final exam for a documented valid reason, such as a medical emergency, the course teacher can arrange a make-up exam, and if course requirements genuinely can't be completed in time, an 'Incomplete' (I) grade with a defined completion deadline (up to 8 weeks after the final exam) may be assigned instead.","Question: What should a course teacher do if a student misses the final exam for a valid reason?
Answer: If a student misses the final exam for a documented valid reason (such as a medical emergency), the course teacher can arrange a make-up exam, and if course requirements genuinely can't be completed in time, an 'Incomplete' (I) grade with a defined completion deadline (up to 8 weeks after the final exam) may be assigned instead.

Question: Random question, what should a course teacher do if a student misses the final exam for a valid reason?
Answer: If a student misses the final exam for a documented valid reason (such as a medical emergency), the course teacher can arrange a make-up exam, and if course requirements genuinely can't be completed in time, an 'Incomplete' (I) grade with a defined completion deadline (up to 8 weeks after the final exam) may be assigned instead.

Question: What should I do if I miss my mid/final?
Answer: You should inform your course instructor as soon as possible with a valid reason (such as medical emergencies). In some cases, you may need to provide documentation like medical certificates to appeal.

Question (Banglish): Valid reason e student final exam miss korle course teacher er ki korte hoy?
Answer (English): If a student misses the final exam for a documented valid reason (such as a medical emergency), the course teacher can arrange a make-up exam, and if course requirements genuinely can't be completed in time, an 'Incomplete' (I) grade with a defined completion deadline (up to 8 weeks after the final exam) may be assigned instead.

Question: This might be a silly question, but what should a course teacher do if a student misses the final exam for a valid reason?
Answer: If a student misses the final exam for a documented valid reason (such as a medical emergency), the course teacher can arrange a make-up exam, and if course requirements genuinely can't be completed in time, an 'Incomplete' (I) grade with a defined completion deadline (up to 8 weeks after the final exam) may be assigned instead.",True,verified_retrieval,What should a course teacher do if a student misses the final exam for a valid reason?,0.9820281267166138
"Yes, ENH offers a Minor in History, open to students from any department, letting them take history courses to help contextualize their main field of study.","Question: Does ENH offer a minor for students outside the department?
Answer: Yes, ENH offers a Minor in History, open to students from any department, letting them take history courses to help contextualize their main field of study.

Question: Can BBA students choose a minor outside the business school?
Answer: Yes. Students may graduate without a minor by taking any three 300/400-level BRACU courses, or they may choose a minor from another school/department; credit requirements for an outside-department minor can differ and should be confirmed with that department in advance.

Question: Can students minor in EEE if it's not their major department?
Answer: Yes, BRAC University offers a Minor in EEE with its own defined set of required courses and prerequisites (such as Electrical Circuits I & II and Electronic Circuits I & II), open to students from other departments who meet the prerequisites.

Question (Banglish): BBA student ra ki business school er baire minor choose korte pare?
Answer (English): Yes. Students may graduate without a minor by taking any three 300/400-level BRACU courses, or they may choose a minor from another school/department; credit requirements for an outside-department minor can differ and should be confirmed with that department in advance.

Question (Banglish): ENH ki department er baire student der jonno minor offer kore?
Answer (English): Yes, ENH offers a Minor in History, open to students from any department, letting them take history courses to help contextualize their main field of study.",True,verified_retrieval,Does ENH offer a minor for students outside the department?,0.9872092008590698
"If you can't log in to a lab PC, contact IT support at itsupport@bracu.ac.bd.","Question: Kind of urgent, but what should I do if I can’t log in to a lab PC?
Answer: If you've changed your password and can’t remember it, contact IT support at itsupport@bracu.ac.bd.

Question: Quick question — what should I do if I can’t log in to a lab PC?
Answer: If you've changed your password and can’t remember it, contact IT support at itsupport@bracu.ac.bd.

Question: Kind of urgent, but how do I log in to the BRAC University lab PCs?
Answer: To log in to the BRAC University lab PCs, use your university-provided credentials. Typically, your student ID is your username, and the default password is provided by the IT department during orientation.

Question: What should I do if I can’t log in to a lab PC?
Answer: If you've changed your password and can’t remember it, contact IT support at itsupport@bracu.ac.bd.

Question: This might be a silly question, but what should I do if I can’t log in to a lab PC?
Answer: If you've changed your password and can’t remember it, contact IT support at itsupport@bracu.ac.bd.",True,verified_retrieval,"Kind of urgent, but what should I do if I can’t log in to a lab PC?",0.008227155543863773
"The exact admission test date, application deadline, and academic-session start date change every semester, so BRAC University publishes them on its Admissions page (bracu.ac.bd/admissions) ahead of each intake rather than fixing them year-round - check that page for the current cycle's dates.","Question: Can you tell me what the important dates and deadlines for admission are?
Answer: The exact admission test date, application deadline, and academic-session start date change every semester, so BRAC University publishes them on its Admissions page (bracu.ac.bd/admissions) ahead of each intake rather than fixing them year-round - check that page for the current cycle's dates.

Question: Can you tell me what the payment deadlines for tuition and fees are?
Answer: At BRAC University, tuition and fees must be paid by the specified deadlines each semester.It's important to check specific dates each semester, as they may vary

Question (Banglish): Admission er important date ar deadline gula ki?
Answer (English): The exact admission test date, application deadline, and academic-session start date change every semester, so BRAC University publishes them on its Admissions page (bracu.ac.bd/admissions) ahead of each intake rather than fixing them year-round - check that page for the current cycle's dates.

Question: What are the payment deadlines for tuition and fees?
Answer: At BRAC University, tuition and fees must be paid by the specified deadlines each semester.It's important to check specific dates each semester, as they may vary

Question: What are the important dates and deadlines for admission?
Answer: The exact admission test date, application deadline, and academic-session start date change every semester, so BRAC University publishes them on its Admissions page (bracu.ac.bd/admissions) ahead of each intake rather than fixing them year-round - check that page for the current cycle's dates.",True,verified_retrieval,Can you tell me what the important dates and deadlines for admission are?,0.98711758852005
"The Office of the Registrar handles core academic-record functions such as processing semester drop forms, maintaining student registration and grade records, and coordinating with departments on academic policy matters like leave of absence and inter-department transfers.","Question: Can you tell me what the Office of the Registrar responsible for at BRAC University is?
Answer: The Office of the Registrar handles core academic-record functions such as processing semester drop forms, maintaining student registration and grade records, and coordinating with departments on academic policy matters like leave of absence and inter-department transfers.

Question: Which office manages BRAC University's alumni community?
Answer: The Office of Career Services and Alumni Relations (OCSAR) is responsible for facilitating BRAC University's alumni community, including career consultations and staying updated on job market requirements.

Question (Banglish): BRAC University er alumni community kon office manage kore?
Answer (English): The Office of Career Services and Alumni Relations (OCSAR) is responsible for facilitating BRAC University's alumni community, including career consultations and staying updated on job market requirements.

Question: Which office is responsible for producing transcripts, certificates and results?
Answer: The Office of the Controller of Examinations is the central office responsible for conducting exams, publishing results, maintaining academic records, and preparing transcripts, certificates and academic letters, including verifying the authenticity of academic documents.

Question: What is the Office of the Registrar responsible for at BRAC University?
Answer: The Office of the Registrar handles core academic-record functions such as processing semester drop forms, maintaining student registration and grade records, and coordinating with departments on academic policy matters like leave of absence and inter-department transfers.",True,verified_retrieval,Can you tell me what the Office of the Registrar responsible for at BRAC University is?,0.9851861596107483
"BRAC University maintains a 'Zero Tolerance' policy toward sexual harassment of any kind, formalized in its Code of Conduct on Sexual Harassment, which is part of the university's broader safeguarding framework alongside the Academic Handbook and the Regulations of Students Conduct.","Question: Can you tell me what BRAC University's policy on sexual harassment is?
Answer: BRAC University maintains a 'Zero Tolerance' policy toward sexual harassment of any kind, formalized in its Code of Conduct on Sexual Harassment, which is part of the university's broader safeguarding framework alongside the Academic Handbook and the Regulations of Students Conduct.

Question (Banglish): Sexual harassment niye BRAC University er policy ta ki?
Answer (English): BRAC University maintains a 'Zero Tolerance' policy toward sexual harassment of any kind, formalized in its Code of Conduct on Sexual Harassment, which is part of the university's broader safeguarding framework alongside the Academic Handbook and the Regulations of Students Conduct.

Question: Besides bullying and sexual harassment, what other kinds of complaints does the Office of the Proctor handle?
Answer: The Office of the Proctor's non-academic complaint mandate is broader than bullying and harassment alone - it also covers ragging, threats, bribery, and other serious criminal offences involving students or staff, acting as an impartial, discreet channel for these safeguarding issues.

Question (Banglish): Bullying ar sexual harassment chara Office of the Proctor ar ki ki complaint dekhe?
Answer (English): The Office of the Proctor's non-academic complaint mandate is broader than bullying and harassment alone - it also covers ragging, threats, bribery, and other serious criminal offences involving students or staff, acting as an impartial, discreet channel for these safeguarding issues.

Question: What is BRAC University's policy on sexual harassment?
Answer: BRAC University maintains a 'Zero Tolerance' policy toward sexual harassment of any kind, formalized in its Code of Conduct on Sexual Harassment, which is part of the university's broader safeguarding framework alongside the Academic Handbook and the Regulations of Students Conduct.",True,verified_retrieval,Can you tell me what BRAC University's policy on sexual harassment is?,0.9857514500617981
The BRAC University School of Law was founded in 2004 and offers a four-year undergraduate Bachelor of Laws (LL.B.,"Question: When was the BRAC University School of Law established, and what degree does it offer?
Answer: The School of Law was founded in 2004 and offers a four-year undergraduate Bachelor of Laws (LL.B. Hons.) program, along with a postgraduate LL.M. program.

Question: Does BRAC University's School of Law offer a Master of Laws (LL.M.) program?
Answer: Yes, alongside the undergraduate LL.B. (Hons), the School of Law offers an LL.M. program aimed at both emerging and experienced legal professionals, covering areas from human rights and international law to corporate governance and digital/cyber law.

Question: Quick question — when was BRAC University established and who founded it?
Answer: BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.

Question (Banglish): BRAC University er School of Law ki Master of Laws (LL.M.) program offer kore?
Answer (English): Yes, alongside the undergraduate LL.B. (Hons), the School of Law offers an LL.M. program aimed at both emerging and experienced legal professionals, covering areas from human rights and international law to corporate governance and digital/cyber law.

Question (Banglish): BRAC University School of Law kobe established hoyechilo, ar eta ki degree offer kore?
Answer (English): The School of Law was founded in 2004 and offers a four-year undergraduate Bachelor of Laws (LL.B. Hons.) program, along with a postgraduate LL.M. program.",True,verified_retrieval,"When was the BRAC University School of Law established, and what degree does it offer?",0.009651286527514458
