id,QuestionBanglish,cluster_id,cluster_size
839,Xiaomi phone e Wi-Fi show na korle kivabe fix korbo?,838,1
840,'Major' concentration diye specialize korar jonno BBA student der ki ki option ache?,839,1
841,"Advisor jodi bole credit limit reach hoye geche, tahole student ki CSE400 ar onno course ekshathe nite parbe?",840,1
842,Amar final thesis ba internship report submit karar por kothay jay?,841,1
843,"Ami AI ba ML er upor thesis korte chai, kon kon faculty available?",842,1
844,Ami ki kichu thesis er sample pete pari?,843,1
845,"BBA student der ki internship korte hoy, naki tara thesis o choose korte pare?",844,1
846,BRACU official template diye student ra Word file ke LaTeX e kivabe convert kore?,845,1
847,CGPA 3 er niche thakle ki thesis kora jay? Minimum CGPA requirement ta ki?,846,1
848,Cyclone er moto external reason e thesis defense postpone hole ki hoy?,847,1
849,Data ke usable dataset e convert korle thesis paper er jonno survey ki acceptable?,848,1
850,Defense stage e project ke thesis e convert kora jay?,849,1
851,Deferral chara Final Defense e absence er penalty ki?,850,1
852,Deferral chara Pre-Thesis I ba Pre-Thesis II e absence er penalty ki?,851,1
853,Direction niye member der modhye disagreement hole thesis er majhpothe group ki split hote pare?,852,1
854,Eki group theke ekjon er beshi student ki registration form submit korte pare?,853,1
855,Ekjon CS ar ekjon CSE student ki eki thesis e ekshathe kaj korte pare?,854,1
856,Ekjon specific supervisor ke ami kivabe contact korbo ba topic selection e tar Thesis Slot pabo?,855,1
857,Ekjon student er CGPA 2.0 er niche thakle ki hoy?,856,1
858,Ekjon student kobe thesis korte pare?,857,1
859,"Ekjon student program change korle (jemon CSE theke CS), tara kivabe nishchit korbe je thesis registration system e tader notun student ID update hoyeche?",858,1
860,Final defense er age thesis title change korar deadline ta kobe?,859,1
861,Final Defense er shomoy group bhange/divide korle penalty ki?,860,1
862,Final defense shadharonoto kon shomoy e hoye thake?,861,1
863,Final thesis report er shathe ar ki thakte hobe?,862,1
864,Final thesis/project/intern student koyta course nite pare?,863,1
865,Graduation er age ekbarer beshi thesis kora ki possible?,864,1
866,Group thesis process er kono phase e fail korle ki hoy?,865,1
867,Internship er jonno apply korte student er ki lagbe?,866,1
868,Internship er shomoy ke amake supervise korben?,867,1
869,Internship group e shorbochcho koyjon member rakha jay?,868,1
870,Internship kivabe defend kora hoy?,869,1
872,Journal article er readiness assessment e koto weight rakhe?,871,1
873,Nijer ta shuru korar age ami ki age kar student der similar topic er thesis browse korte pari?,872,1
874,"Overall CSE thesis process ke administer kore, ar onno kothao na thaka question er answer ke dite pare?",873,1
875,P1 ba P2 er submission deadline kobe? Pre-2 te ki poster presentation ache?,874,1
876,Plagiarism check er jonno student ra kothay theke help pabe?,875,1
877,Pre-Thesis 1 er jonno already register kora thakle Pre-Thesis 2 ba onno phase er jonno abar register kora ki dorkar?,876,1
878,"Pre-Thesis 1 er registration process ta ki, ar deadline gula ki?",877,1
879,Pre-Thesis I er por notun member request korle koto marks deduct hoy?,878,1
881,Pre-Thesis I theke Pre-Thesis II te jete marking requirement ta ki?,880,1
883,Project/internship shuru korar eligibility er jonno CGPA koto lagbe?,882,1
884,Protita group er jonno maximum koyjon supervisor/co-supervisor allowed?,883,1
885,"Protita undergraduate program e thesis lage, naki student ra project/internship o choose korte pare?",884,1
886,Sheet e thesis correction status update na thakleo email e supervisor approval dile student der ki korte hobe?,885,1
887,Shob report kobe er modhye submit korte hobe?,886,1
888,"Student der Pre-Thesis 2 er jonno re-register korte hoy, naki Pre-Thesis 1 theke continue kora jay?",887,1
889,Thesis ar internship supervision niye BRAC University er ki kono general written policy ache?,888,1
890,Thesis ba internship er protita phase koto diner?,889,1
891,Thesis defense defer hole ki student ke CSE400 abar nite hobe?,890,1
892,Thesis defense er age ki ki prerequisite complete korte hobe?,891,1
893,Thesis kivabe marked hoy?,892,1
894,Thesis lifecycle er ekta overall idea diben?,893,1
895,Thesis project er majhe ekjon student ki group switch korte pare?,894,1
896,Thesis report er jonno maximum allowable plagiarism koto?,895,1
897,Thesis shuru korte hole CGPA koto lagbe?,896,1
898,Thesis submission ar defense er ekhonkar deadline ki?,897,1
900,Thesis/project er jonno group member minimum ar maximum koyjon lagbe?,899,1
901,Thesis/project/internship shuru korte minimum credit koto lagbe?,900,1
902,Amar taka hariye gele ar fare pay korte na parle ki hoy?,901,1
903,Amar vehicle ta kothay park korte hobe?,902,1
904,Ami ki amar shathe commute korte ekjon guardian ke niye jete pari?,903,1
905,Ami ki bKash diye pay korte pari?,904,1
906,Ami ki fare cash e pay korte pari?,905,1
907,Ami koto shomoy campus e amar vehicle park korte pari?,906,1
908,Ashche semester gula te transport schedule change hobe ki?,907,1
914,BRAC University bus e uthte amake ki ID dekhate hobe?,913,1
915,BRAC University bus gula safety er jonno track kora hoy ki?,914,1
916,BRAC University bus service er general safety ar conduct rules ki ki?,915,1
917,BRAC University bus service ke use korte pare?,916,1
918,BRAC University ki bus gula own kore?,917,1
919,BRAC University ki route ba fare change korar right reserve kore?,918,1
920,BRAC University student bus service er standard one-way fare koto?,919,1
922,BRAC University Students' Transport Service ta ki?,921,1
923,BRAC University theke drop-off timing gula ki?,922,1
924,BRAC University transport service er cover kora route gula ki ki?,923,1
925,BRAC University transport service kon kon din chalay?,924,1
927,BracU transportation ki Azimpur jay?,926,1
928,BracU transportation ki Dhanmondi jay?,927,1
929,BracU transportation ki Narayangonj jay?,928,1
930,Bus avail korte ami ki Bkash payment use korte pari?,929,1
931,Bus break down korle ki hoy?,930,1
932,Bus dhorar shesh shomoy ta ki?,931,1
933,Bus er bhitore ki security camera ache?,932,1
934,Bus er bhitore smoking allowed ki?,933,1
935,Bus er fare koto?,934,1
936,Bus gula te ki AC lagano ache?,935,1
937,Bus miss hoye gele student der thik ki kora uchit?,936,1
938,Bus ticket ami kothay theke pabo?,937,1
939,Campus e bus kothay theke chare?,938,1
940,Complaint handle korar jonno ki specific transport officer ache?,939,1
942,Ekhonkar transport schedule er effective date ta kobe?,941,1
943,Ekta specific bus route er schedule ba service e problem hole kake contact korbo?,942,1
944,Emergency transport request er jonno ki kono policy ache?,943,1
945,Fare pay na korle ki kono penalty ache?,944,1
946,Frequent passenger der jonno ki kono discount ache?,945,1
947,Government holiday e ki bus chalachal kore?,946,1
948,ID card chara student ra ki transport service use korte pare?,947,1
949,ID card na thakle notun student ra ki dekhabe?,948,1
950,"Ki first-come, first-served seating policy ache?",949,1
951,Kon route e bKash payment allowed?,950,1
952,Koyta bus route ache?,951,1
953,Motorcycle parking er payment koto?,952,1
957,Non-student ra ki BRAC University transport service use korte pare?,956,1
959,Passenger der bus stop e koto shomoy pouchte hobe?,958,1
960,Passenger ra ki additional stoppage request korte pare?,959,1
961,Passenger ra ki bus e pet niye jete pare?,960,1
962,Passenger ra ki dangerous object niye jete pare?,961,1
964,Protita route er jonno koyta stoppage ache?,963,1
966,Route-01 (Abdullahpur) er contact number ta ki?,965,1
975,Route-02 (Mirpur-B) er contact number ta ki?,974,1
980,Route-03 (Jigatola) er contact number ta ki?,979,1
985,Route-04 (Azimpur) er contact number ta ki?,984,1
990,Route-05 (Jatrabari) er contact number ta ki?,989,1
995,Route-06 (Baldha Garden) er contact number ta ki?,994,1
996,Route-06 (Baldha Garden) er designated bus stop gula kothay?,995,1
998,Route-06 (Baldha Garden) er pickup time gula ki?,997,1
1000,Route-07 (Mohammadpur) er contact number ta ki?,999,1
1005,Route-08 (Narayanganj) er contact number ta ki?,1004,1
1006,Route-08 (Narayanganj) er designated bus stop gula kothay?,1005,1
1008,Route-08 (Narayanganj) er pickup time gula ki?,1007,1
1010,Route-09 (Bashundhara Residential Area) er designated bus stop gula kothay?,1009,1
1011,Route-09 (Bashundhara Residential Area) er pickup time gula ki?,1010,1
1012,Route-09 (Bashundhara) er contact number ta ki?,1011,1
1016,Semester break er shomoy transport service available ki?,1015,1
1017,Shob bus ki GPS tracking er under e ache?,1016,1
1018,Student ra ki age theke seat reserve korte pare?,1017,1
1019,Student ra ki transport service er jonno notun route suggest korte pare?,1018,1
1020,Student ra ki transport service niye feedback dite pare?,1019,1
1021,Student ra transport service e problem hole kivabe report korbe?,1020,1
1022,Student ra transport service ke kivabe contact korbe?,1021,1
1023,Transport schedule ami ki online e pabo?,1022,1
1024,Transport service e change hole student der kivabe janano hoy?,1023,1
1025,Transport service er feature gula ki ki?,1024,1
1027,Transport service kon kon din operate kore?,1026,1
1028,Transport-related issue er jonno ki emergency contact number ache?,1027,1
1029,University bus e uthar shomoy fare kivabe pay korbo?,1028,1
1030,University er ki transport service expand korar plan ache?,1029,1
1031,Weekend e bus available ki?,1030,1
1032,Academic Council thik ki ki dayittwo palon kore?,1031,1
1033,Bangladesh er baire ki BRAC University er regional alumni network ache?,1032,1
1034,BRAC Onnesha kobe ar kivabe space e launch kora hoyechilo?,1033,1
1035,"BRAC Onnesha kon orbit e chilo, ar eta ki korte partho?",1034,1
1036,BRAC Onnesha proyekto ta ki kono award jitteche?,1035,1
1037,"BRAC Onnesha ta ki chilo, ar BRAC University er jonno eta keno important?",1036,1
1038,BRAC University EEE alumni ra kon notable project e involved chilo?,1037,1
1039,BRAC University er alumni community kon office manage kore?,1038,1
1040,"BRAC University er Board of Trustees ta ki, ar ete koyjon member ache?",1039,1
1041,BRAC University er Chancellor hisebe ekhon ke royechen?,1040,1
1042,BRAC University er ekhonkar administrative/governance structure kobe establish hoyeche?,1041,1
1044,BRAC University er official colour gula ki?,1043,1
1045,BRAC University er official motto ta ki?,1044,1
1046,BRAC University er prothom Vice-Chancellor ke chilen?,1045,1
1047,BRAC University er Syndicate bolte thik ki bujhay?,1046,1
1048,"BRAC University kobe establish hoyechilo, ar ke prothisthata?",1047,1
1049,BRAC University te ekhon Vice-Chancellor hisebe ke dayittwo palon korchen?,1048,1
1050,BRAC University te mote koto student ar academic staff ache?,1049,1
1051,"BRACU Dichari ta ki, ar ei team ki ki achieve koreche?",1050,1
1052,Graduate howar por BRAC University alumni ra ki kono discount ba benefit pay?,1051,1
1053,Shara bishshe BRAC University er mote koto alumni ache?,1052,1
