query_id,config,lambda,query,reference_answer,retrieved_context,generated_answer,retrieval_s,generation_s,total_s,timestamp,query_confidence,faithfulness,faithfulness_reason,sample_source,route,fusion,abstained,raw_abstain,sufficient_context_override,graph_augmented,exact_match_any,question_match_any,rerank_s,query_top1_score,nli_faithfulness
Q154,adaptive_novel,0.9,What day and time is the theory class for CSE370-16?,The theory class for CSE370-16 is on SAT+THU at 9:30 AM in room 10B-17C.,"Course: CSE370-16
Theory Initial: MZG
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 10B-17C
Lab Faculty: RBR,KZMN
Lab Day: TUE
Lab Time: 2:00 PM
Lab Room: 12F-31L

Course: CSE340-16
Theory Initial: ZLNM
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 09H-32C

Initial: KZMN
Name: Kazi Kamruzzaman Rabbi
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE471-04 09A-05C; 2:00 PM - CSE370-16 (LAB) RBR,KZMN 12F-31L; 3:30 PM - CSE370-16 (LAB) RBR,KZMN 12F-31L

Course: CSE331-16
Theory Initial: TNF
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 07F-22C

Course: STA201-16
Theory Initial: TBS
Theory Day: SAT+THU
Theory Time: 11:00 AM
Theory Room: 09H-37C",The theory classes for CSE370-16 are held on Saturday and Thursday at 9:30 AM.,0.0228,4.9014,4.9242,2026-07-27T15:45:09.840242+00:00,99.9992,1.0,SCORE: 1.0 | REASON: The answer is fully supported by the context as all claims are explicitly mentioned in the retrieved information.,novel,entity_heavy,rrf,False,False,False,False,True,False,0.0,100.015,0.031529370695352554
Q046,adaptive_novel,0.5,What sports teams does the university have?,"BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.","Question: What sports teams does the university have?
Answer: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.

Question: New student here, what sports teams does the university have?
Answer: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.

Question: I looked around the site but couldn't find it — what sports teams does the university have?
Answer: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.

Question: Does BRAC University take part in inter-university sports tournaments regularly?
Answer: Yes, BRAC University teams regularly compete in inter-university football and other sports tournaments in Dhaka, including tournaments like the Shahjalal Islami Bank Faraaz Gold Cup Inter-University Football Tournament.

Question: Does BRAC University have any costs associated with joining clubs or sports teams?
Answer: No there no costs associated with joining clubs or sports teams.","The university has BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.",0.0188,5.7445,5.7634,2026-07-27T15:34:10.758170+00:00,0.0124,1.0,SCORE: 1.0 | REASON: All individual factual claims about sports teams are directly supported by the CONTEXT.,novel,open_ended,linear,False,False,False,False,False,True,0.0,0.8982,0.9736749529838562
Q043,adaptive_novel,0.5,What are the pickup times for Route-01 (Abdullahpur)?,"1st Trip: 6:40 AM, 2nd Trip: 8:50 AM.","Question: What are the pickup times for Route-01 (Abdullahpur)?
Answer: 1st Trip: 6:40 AM, 2nd Trip: 8:50 AM.

Question (Banglish): Route-01 (Abdullahpur) er pickup time gula ki?
Answer (English): 1st Trip: 6:40 AM, 2nd Trip: 8:50 AM.

Question: What are the pickup times for Route-04 (Azimpur)?
Answer: Route-04 (Azimpur): 1st Trip: 6:30 AM, 2nd Trip: 8:45 AM.

Question: What are the pickup times for Route-07 (Mohammadpur)?
Answer: 1st Trip: 6:25 AM, 2nd Trip: 8:55 AM.

Question: What are the pickup times for Route-02 (Mirpur-A)?
Answer: 1st Trip: 6:30 AM, 2nd Trip: 8:40 AM.","The pickup times for Route-01 (Abdullahpur) are 1st Trip: 6:40 AM, and 2nd Trip: 8:50 AM.",0.0203,6.1653,6.1858,2026-07-27T15:33:52.966887+00:00,0.1862,0.5,"SCORE: 0.5 | REASON: The answer partially matches the context for Route-01 (Abdullahpur), but not for other routes mentioned in the context.",novel,open_ended,linear,False,False,False,False,False,True,0.0,1.0647,0.07764503359794617
Q113,adaptive_novel,0.9,What is the full prerequisite chain for ENG102?,The full prerequisite chain for ENG102 is ENG101.,"Verified prerequisite chain for ENG102 (nearest prerequisite first, from the Prerequisites knowledge base): ENG101.

Course: ENG102
Prerequisite: ENG101 (HP)
Full Prerequisite Chain: ENG101

Course: ENG103
Prerequisite: ENG102 (HP)
Full Prerequisite Chain: ENG102

Course: CSE251
Prerequisite: CSE250 (HP)
Full Prerequisite Chain: CSE250

Course: CSE360
Prerequisite: CSE341 (HP)
Full Prerequisite Chain: CSE341

Course: MAT120
Prerequisite: MAT110 (HP)
Full Prerequisite Chain: MAT110",The full prerequisite chain for ENG102 is ENG101.,0.0179,3.8314,3.8494,2026-07-27T15:41:58.399802+00:00,100.0,1.0,SCORE: 1.0 | REASON: The answer is fully supported by the context as it directly matches the provided prerequisite chain for ENG102.,novel,entity_heavy,rrf,False,False,False,True,True,False,0.0,100.015,0.22665643692016602
Q084,adaptive_novel,0.5,"Just wondering, what types of general education courses are required for all undergraduate students at BRAC University?","Here is the list of all gen ed courses you can take to complete your credit:
https://www.bracu.ac.bd/academics/institutes-and-schools/school-general-education/streams-and-courses. But all the courses won't be available at every semester so please check USIS to make sure your prefered courses are available or not.","Question: Just wondering, what types of general education courses are required for all undergraduate students at BRAC University?
Answer: Here is the list of all gen ed courses you can take to complete your credit:
https://www.bracu.ac.bd/academics/institutes-and-schools/school-general-education/streams-and-courses. But all the courses won't be available at every semester so please check USIS to make sure your prefered courses are available or not.

Question: What types of general education courses are required for all undergraduate students at BRAC University?
Answer: Here is the list of all gen ed courses you can take to complete your credit:
https://www.bracu.ac.bd/academics/institutes-and-schools/school-general-education/streams-and-courses. But all the courses won't be available at every semester so please check USIS to make sure your prefered courses are available or not.

Question (Banglish): BRAC University er shob undergraduate student der jonno ki ki type er general education course required?
Answer (English): Here is the list of all gen ed courses you can take to complete your credit:
https://www.bracu.ac.bd/academics/institutes-and-schools/school-general-education/streams-and-courses. But all the courses won't be available at every semester so please check USIS to make sure your prefered courses are available or not.

Question: What is the School of General Education at BRAC University?
Answer: The School of General Education (SGED) provides the common foundational education (GenEd courses) that every student takes before focusing on their major/minor coursework, spanning subjects across Humanities, Social Sciences, Mathematics, and Sciences.

Question: Can you tell me what the School of General Education at BRAC University is?
Answer: The School of General Education (SGED) provides the common foundational education (GenEd courses) that every student takes before focusing on their major/minor coursework, spanning subjects across Humanities, Social Sciences, Mathematics, and Sciences.",The types of general education courses required for all undergraduate students at BRAC University include those in the streams and courses listed on the School of General Education's website.,0.0281,6.0514,6.0797,2026-07-27T15:38:59.697748+00:00,0.063,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided CONTEXT.,novel,open_ended,linear,False,False,False,False,False,True,0.0,1.054,0.786419153213501
Q068,adaptive_novel,0.5,Can you tell me what the Syndicate at BRAC University is?,"The Syndicate, chaired by the Vice-Chancellor, supervises the university's academic and administrative functions.","Question: Can you tell me what the Syndicate at BRAC University is?
Answer: The Syndicate, chaired by the Vice-Chancellor, supervises the university's academic and administrative functions.

Question: I wanted to ask, what is the Syndicate at BRAC University?
Answer: The Syndicate, chaired by the Vice-Chancellor, supervises the university's academic and administrative functions.

Question: What is the Syndicate at BRAC University?
Answer: The Syndicate, chaired by the Vice-Chancellor, supervises the university's academic and administrative functions.

Question (Banglish): BRAC University er Syndicate bolte thik ki bujhay?
Answer (English): The Syndicate, chaired by the Vice-Chancellor, supervises the university's academic and administrative functions.

Question: When was BRAC University's current administrative/governance structure established?
Answer: BRAC University's current governance structure (Board of Trustees, Syndicate, and Academic Council as currently organized) was established in 2011, a decade after the university's 2001 founding.","The Syndicate, chaired by the Vice-Chancellor, supervises the university's academic and administrative functions.",0.0182,4.9061,4.9244,2026-07-27T15:37:11.410742+00:00,0.1287,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the CONTEXT.,novel,open_ended,linear,False,False,False,False,False,True,0.0,1.0082,0.990502119064331
Q016,adaptive_novel,0.5,How to contact with BRACU Finance and Accounts Department?,"BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd","Question: How to contact with BRACU Finance and Accounts Department?
Answer: BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question: Can someone help — how to contact with BRACU Finance and Accounts Department?
Answer: BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question (Banglish): BRACU Finance and Accounts Department ke kivabe contact korbo?
Answer (English): BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question: What services are offered by the Finance & Accounts Office?
Answer: The Finance & Accounts Office manages student accounts, tuition payments, and financial aid. You can also email at queries-accounts@bracu.ac.bd

Question (Banglish): Finance & Accounts Office ki ki service offer kore?
Answer (English): The Finance & Accounts Office manages student accounts, tuition payments, and financial aid. You can also email at queries-accounts@bracu.ac.bd","To contact the BRACU Finance and Accounts Department, you can visit BRAC University located at Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda, Dhaka 1212, Bangladesh. You can also reach them by phone at +88 09638464646 Ext: 1220 or 1221, or by emailing queries-accounts@bracu.ac.bd.",0.0193,11.4862,11.5056,2026-07-27T15:30:35.189116+00:00,0.0225,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided CONTEXT.,novel,open_ended,linear,False,False,False,False,False,True,0.0,1.0483,0.8225950598716736
Q115,adaptive_novel,0.9,What are the prerequisites for ENG103?,The prerequisite for ENG103 is ENG102 (HP).,"Course: ENG103
Prerequisite: ENG102 (HP)
Full Prerequisite Chain: ENG102

Question: What prerequisites must be completed before the thesis defense?
Answer: Pre-Thesis I and Pre-Thesis II.

Question: What are the prerequisites for the Cse program?
Answer: Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics

Question: Curious about something: what prerequisites must be completed before the thesis defense?
Answer: Pre-Thesis I and Pre-Thesis II.

Question: Can you tell me what the prerequisites for the Cse program are?
Answer: Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics",The prerequisite for ENG103 is ENG102 (HP) with a full prerequisite chain of ENG102.,0.0159,4.5717,4.5882,2026-07-27T15:42:07.795808+00:00,99.9936,0.5,"SCORE: 0.5 | REASON: Only two out of four claims are supported by the context. 

The ANSWER is decomposed into individual factual claims as follows:

1. The prerequisite for ENG103 is ENG102 (HP).
2. The full prerequisite chain for ENG103 is ENG102.
3. Pre-Thesis I and Pre-Thesis II must be completed before the thesis defense.
4. Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics are prerequisites for the Cse program.

Claims 1 and 2 are supported by the CONTEXT as they directly match information provided. Claims 3 and 4 are not supported because the CONTEXT does not mention anything about thesis defenses or the Cse program prerequisites, only ENG103's prerequisites.",novel,entity_heavy,rrf,False,False,False,False,True,False,0.0,100.0167,0.0914844274520874
Q167,adaptive_novel,0.9,Who teaches the lab section of CSE111-07?,"The lab section of CSE111-07 is taught by AFA,ZMD.","Course: CSE111-07
Theory Initial: KNI
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 09A-03C
Lab Faculty: AFA,ZMD
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 09B-08L

Initial: ZMD
Name: Mr. Zaber Mohammad
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE420-05 08H-22C; 11:00 AM - CSE111-07 (LAB) AFA,ZMD 09B-08L; 12:30 PM - CSE111-07 (LAB) AFA,ZMD 09B-08L; 2:00 PM - CSE111-04 09D-17C

Initial: AFA
Name: Afroza Akhter
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE111-09 (LAB) AFA,ATY 09B-09L; 9:30 AM - CSE111-09 (LAB) AFA,ATY 09B-09L; 11:00 AM - CSE111-07 (LAB) AFA,ZMD 09B-08L; 12:30 PM - CSE111-07 (LAB) AFA,ZMD 09B-08L; 2:00 PM - CSE331-10 10B-16C; 3:30 PM - CSE331-09 10B-16C

Initial: KNI
Name: Ms. Khondoker Nazia Iqbal
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE111-08 09A-03C; 11:00 AM - CSE111-07 09A-03C; 12:30 PM - Consultation; 2:00 PM - CSE110-08 (LAB) DFD,KNI 09B-09L; 3:30 PM - CSE110-08 (LAB) DFD,KNI 09B-09L

Initial: KNI
Name: Ms. Khondoker Nazia Iqbal
Day: Monday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE111-08 09A-03C; 11:00 AM - CSE111-07 09A-03C; 12:30 PM - Consultation; 2:00 PM - Consultation",The lab section of CSE111-07 is taught by AFA and ZMD.,0.0193,5.0974,5.1168,2026-07-27T15:46:17.926975+00:00,100.0,1.0,"SCORE: 1.0 | REASON: The CONTEXT supports all individual factual claims made in the ANSWER. 

Here's how I broke down the process:

1. Decomposed the ANSWER into its individual factual claims:
   - Claim 1: AFA is a lab faculty for CSE111-07.
   - Claim 2: ZMD is a lab faculty for CSE111-07.
   - Claim 3: The lab section of CSE111-07 takes place on TUE (Tuesday).
   - Claim 4: The lab section of CSE111-07 takes place at 11:00 AM.
   - Claim 5: The lab section of CSE111-07 is held in room 09B-08L.

2. Checked whether the CONTEXT supports each claim:
   - Claim 1: Supported by Initial: ZMD, Name: Mr. Zaber Mohammad, Day: Tuesday, Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE111-07 (LAB) AFA,ZMD 09B-08L.
   - Claim 2: Supported by Initial: ZMD, Name: Mr. Zaber Mohammad, Day: Tuesday, Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE111-07 (LAB) AFA,ZMD 09B-08L and Initial: AFA, Name: Afroza Akhter, Day: Tuesday, Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE111-07 (LAB) AFA,ZMD 09B-08L.
   - Claim 3: Supported by Lab Day: TUE in the CONTEXT.
   - Claim 4: Supported by Lab Time: 11:00 AM in the CONTEXT.
   - Claim 5: Supported by Lab Room: 09B-08L in the CONTEXT.

Since all claims are supported, the final score is 1.0.",novel,entity_heavy,rrf,False,False,False,False,True,False,0.0,100.015,0.27300840616226196
Q069,adaptive_novel,0.5,Can you tell me what the eligibility criteria for receiving financial aid are?,"BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.","Question: Can you tell me what the eligibility criteria for receiving financial aid are?
Answer: BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.

Question: What are the eligibility criteria for receiving financial aid?
Answer: BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.

Question (Banglish): Financial aid pete eligibility criteria ki ki?
Answer (English): BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.

Question: Can you tell me what the requirements for maintaining financial aid eligibility are?
Answer: At BRAC University, students must maintain a minimum CGPA of 3.25, be enrolled full-time, meet satisfactory academic progress, follow the code of conduct, and sometimes demonstrate ongoing financial need to maintain financial aid eligibility.

Question: What are the requirements for maintaining financial aid eligibility?
Answer: At BRAC University, students must maintain a minimum CGPA of 3.25, be enrolled full-time, meet satisfactory academic progress, follow the code of conduct, and sometimes demonstrate ongoing financial need to maintain financial aid eligibility.","BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.",0.0224,9.02,9.0426,2026-07-27T15:37:20.454370+00:00,0.0526,0.8,"SCORE: 0.8 | REASON: The answer is mostly supported by the context, but lacks specific details about maintaining a minimum CGPA and following the code of conduct for financial aid eligibility.",novel,open_ended,linear,False,False,False,False,False,True,0.0,0.975,0.9892158508300781
Q120,adaptive_novel,0.9,What is the full prerequisite chain for CSE340?,The full prerequisite chain for CSE340 is CSE260-CSE251-CSE250-PHY112-PHY111.,"Verified prerequisite chain for CSE340 (nearest prerequisite first, from the Prerequisites knowledge base): CSE260 -> CSE251 -> CSE250 -> PHY112 -> PHY111.

Course: CSE340
Prerequisite: CSE260 (SP)
Full Prerequisite Chain: CSE260-CSE251-CSE250

Course: CSE251
Prerequisite: CSE250 (HP)
Full Prerequisite Chain: CSE250

Course: CSE340
First Theory Coordinator: PBK
Theory Coordinator Email: partha.bhoumik@bracu.ac.bd

Course: CSE340-03
Theory Initial: ACH
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09E-20T

Course: CSE340-02
Theory Initial: ACH
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09E-20T",The full prerequisite chain for CSE340 is CSE260 -> CSE251 -> CSE250.,0.0196,4.812,4.8317,2026-07-27T15:42:28.673402+00:00,0.0006,1.0,SCORE: 1.0 | REASON: All claims in the ANSWER are fully supported by the CONTEXT.,novel,entity_heavy,rrf,False,True,True,True,True,False,0.0,0.0166,0.7922642827033997
Q144,adaptive_novel,0.9,What is the coordinator email for CSE460?,The coordinator email for CSE460 is arpa.roy@bracu.ac.bd.,"Course: CSE460-01
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09D-18C
Lab Faculty: AKJ,UPM
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 09E-21L

Course: CSE460
Prerequisite: CSE260 (HP)
Full Prerequisite Chain: CSE260-CSE251-CSE250

Course: CSE460-03
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 07H-26C
Lab Faculty: SDL,SDU
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 09E-22L

Course: CSE460-02
Theory Initial: ZIZE
Theory Day: SAT+THU
Theory Time: 11:00 AM
Theory Room: 07D-20C
Lab Faculty: RAS,ZBH
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: 10E-27L

Course: CSE460
First Theory Coordinator: ARPD
Theory Coordinator Email: arpa.roy@bracu.ac.bd
First Lab Coordinator: AKJ
Second Lab Coordinator: SDL
Lab Coordinator Email: anjum.akib@bracu.ac.bd,shadmin.sultana@bracu.ac.bd",The Theory Coordinator's email for CSE460 is arpa.roy@bracu.ac.bd and the Lab Coordinators' emails are anjum.akib@bracu.ac.bd and shadmin.sultana@bracu.ac.bd.,0.0165,7.9927,8.0092,2026-07-27T15:44:16.113453+00:00,0.0,1.0,SCORE: 1.0 | REASON: All claims are fully supported by the provided CONTEXT.,novel,entity_heavy,rrf,False,True,True,False,True,False,0.0,0.015,0.04449569061398506
Q031,adaptive_novel,0.5,"New student here, could you please provide details about the tuition fee structure at BRAC University?","For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?","Question: New student here, could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?

Question: Could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?

Question (Banglish): BRAC University er tuition fee structure ta ektu bolben please?
Answer (English): For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities

Question: What's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: Not sure if this is covered elsewhere, but what's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.","For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities.",0.0276,17.8091,17.837,2026-07-27T15:32:30.055192+00:00,0.0567,1.0,SCORE: 1.0 | REASON: The answer is fully supported by the context as it directly quotes the provided answers for BRAC University's tuition fee structure.,novel,open_ended,linear,False,False,False,False,False,True,0.0,0.9935,0.9856038093566895
Q010,adaptive_novel,0.5,Purpose of the Wishlist event for Summer 2025?,To help plan course offerings based on student demand,"Question: Purpose of the Wishlist event for Summer 2025?
Answer: To help plan course offerings based on student demand

Question (Banglish): Summer 2025 er Wishlist event er purpose ki?
Answer (English): To help plan course offerings based on student demand

Question: Why is participation in the Wishlist event important?
Answer: Course offerings will be based on student demand collected from Wishlist submissions

Question (Banglish): Ke Wishlist event e participate korte hobe?
Answer (English): All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students

Question: What is Wishlist?
Answer: Wishlist event – an online pre-advising activity where undergraduate students (all programs except LLB, PHR, and Residential-Semester-eligible cohorts) log in during an assigned time slot, select the courses they intend to take, and press “Confirm.”
The collected course demands are then used by BRAC University to decide how many sections to open for each course, and only students who complete this step become eligible for Pre-Registration Phase 1.",To help plan course offerings based on student demand.,0.0195,3.6834,3.7031,2026-07-27T15:29:51.926120+00:00,0.0818,1.0,SCORE: 1.0 | REASON: All individual factual claims are fully supported by the provided CONTEXT.,novel,open_ended,linear,False,False,False,False,False,True,0.0,1.0537,0.9066329002380371
Q121,adaptive_novel,0.9,What is the full prerequisite chain for CSE471?,The full prerequisite chain for CSE471 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,"Verified prerequisite chain for CSE471 (nearest prerequisite first, from the Prerequisites knowledge base): CSE370 -> CSE221 -> CSE220 -> CSE111 -> CSE230 -> CSE110.

Course: CSE251
Prerequisite: CSE250 (HP)
Full Prerequisite Chain: CSE250

Course: CSE471
First Theory Coordinator: MIH
Theory Coordinator Email: iqbal.hossain@bracu.ac.bd
First Lab Coordinator: AQU
Lab Coordinator Email: aquib.azmain@bracu.ac.bd

Course: CSE471-03
Theory Initial: AQU
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 09C-16T
Lab Faculty: SADA,WHMJ
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: 09F-25L

Course: CSE471-02
Theory Initial: AQU
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 09C-16T
Lab Faculty: KZMN,WHMJ
Lab Day: SUN
Lab Time: 2:00 PM
Lab Room: 09F-25L

Course: CSE471
Prerequisite: CSE370 (HP)
Full Prerequisite Chain: CSE370-CSE221-CSE220-CSE111-CSE110",The full prerequisite chain for CSE471 is CSE370 -> CSE221 -> CSE220 -> CSE111 -> CSE110.,0.0207,5.6139,5.6347,2026-07-27T15:42:34.308617+00:00,0.0013,1.0,SCORE: 1.0 | REASON: The ANSWER is fully supported by the CONTEXT as it exactly matches the prerequisite chain listed for CSE471.,novel,entity_heavy,rrf,False,False,False,True,True,False,0.0,0.0163,0.05608244985342026
