query_id,config,query,reference_answer,retrieved_context,generated_answer,route,fusion,lambda,abstained,graph_augmented,retrieval_s,rerank_s,generation_s,total_s,timestamp,query_confidence,bleu,rougeL,meteor,bertscore
Q151,adaptive_novel,What day and time is the theory class for CSE220-20?,The theory class for CSE220-20 is on SAT+THU at 11:00 AM in room 09A-04C.,"Course: CSE220-20
Theory Initial: WHMJ
Theory Day: SAT+THU
Theory Time: 11:00 AM
Theory Room: 09A-04C
Lab Faculty: ESF,IRZA
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: 09E-22L

Course: CSE220-02
Theory Initial: MAHR
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 10B-15C
Lab Faculty: FBAW,AIB
Lab Day: SUN
Lab Time: 2:00 PM
Lab Room: 09B-10L

Course: CSE422-20
Theory Initial: ITTSC
Theory Day: MON+WED
Theory Time: 2:00 PM
Theory Room: 07H-26C
Lab Faculty: RRH,FDZ
Lab Day: SAT
Lab Time: 8:00 AM
Lab Room: 09E-21L

Course: CSE340-20
Theory Initial: SADA
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 10B-16C

Course: CSE220-01
Theory Initial: MAHR
Theory Day: SAT+THU
Theory Time: 8:00 AM
Theory Room: 10B-15C
Lab Faculty: SWG,NZU
Lab Day: SUN
Lab Time: 11:00 AM
Lab Room: 09B-10L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0264,0.1664,0.0,0.1928,2026-07-26T18:06:58.952654+00:00,0.0,0.007939087147543497,0.0851063829787234,0.09036144578313254,0.8081091046333313
Q152,adaptive_novel,What day and time is the theory class for CSE423-16?,The theory class for CSE423-16 is on MON+WED at 2:00 PM in room 07D-19C.,"Course: CSE423-16
Theory Initial: SMUR
Theory Day: MON+WED
Theory Time: 2:00 PM
Theory Room: 07D-19C
Lab Faculty: ZLNM,SRU
Lab Day: TUE
Lab Time: 2:00 PM
Lab Room: 12D-27L

Course: CSE340-16
Theory Initial: ZLNM
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 09H-32C

Course: CSE331-16
Theory Initial: TNF
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 07F-22C

Course: CSE423-01
Theory Initial: TMD
Theory Day: SUN+TUE
Theory Time: 3:30 PM
Theory Room: 09H-32C
Lab Faculty: SOSB,MAHS
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 12D-27L

Course: CSE423-03
Theory Initial: TMD
Theory Day: MON+WED
Theory Time: 2:00 PM
Theory Room: 09A-02C
Lab Faculty: MVH,FDZ
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 12D-27L",The theory class for CSE423-16 meets on MON+WED at 2:00 PM.,entity_heavy,rrf,0.9,False,False,0.0212,0.1741,5.2708,5.4661,2026-07-26T18:07:04.421284+00:00,0.0009,0.5057032536203355,0.8125000000000001,0.7407095069432732,0.9605101943016052
Q153,adaptive_novel,What day and time is the theory class for CSE420-25?,The theory class for CSE420-25 is on SAT+THU at 2:00 PM in room 09A-01C.,"Course: CSE420-25
Theory Initial: RDS
Theory Day: SAT+THU
Theory Time: 2:00 PM
Theory Room: 09A-01C
Lab Faculty: RKBR,NLAM
Lab Day: TUE
Lab Time: 2:00 PM
Lab Room: 12F-32L

Course: CSE421-25
Theory Initial: NDT
Theory Day: MON+WED
Theory Time: 12:30 PM
Theory Room: 09H-33C
Lab Faculty: CQAE,CPTH
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: 12D-27L

Course: CSE340-25
Theory Initial: SMYA
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 10C-21C

Course: CSE420-02
Theory Initial: SUE
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09E-20T
Lab Faculty: RKBR,AKHD
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 12F-31L

Course: CSE420-01
Theory Initial: SUE
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09E-20T
Lab Faculty: RKBR,AKHD
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 12F-31L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0268,0.3389,0.0,0.3658,2026-07-26T18:07:04.785638+00:00,0.0,0.007939087147543497,0.0851063829787234,0.09036144578313254,0.8103926181793213
Q154,adaptive_novel,What day and time is the theory class for CSE250-10B?,The theory class for CSE250-10B is on MON+WED at 3:30 PM in room 10A-04C.,"Course: CSE250-10B
Theory Initial: TAV
Theory Day: MON+WED
Theory Time: 3:30 PM
Theory Room: 10A-04C
Lab Faculty: AQT,TSE
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 12B-20L

Course: CSE250-01B
Theory Initial: MHY
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 07H-27C
Lab Faculty: UPM,ALSM
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 12B-20L

Course: CSE250-02A
Theory Initial: AKDB
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 07H-27C
Lab Faculty: ZIZE,TSE
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: 12B-20L

Course: CSE250-01A
Theory Initial: MHY
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 07H-27C
Lab Faculty: EHQ,MHY
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 12B-20L

Course: CSE320-05
Theory Initial: NTR
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 10B-13C",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0241,0.1188,0.0,0.1429,2026-07-26T18:07:04.924469+00:00,0.0,0.007939087147543497,0.0851063829787234,0.09036144578313254,0.8062452077865601
Q155,adaptive_novel,What day and time is the theory class for CSE340-11?,The theory class for CSE340-11 is on SUN+TUE at 8:00 AM in room 09A-03C.,"Course: CSE340-11
Theory Initial: RDW
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 09A-03C

Course: CSE340-07
Theory Initial: TNMF
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 09C-16T

Course: CSE340-06
Theory Initial: TNMF
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 09C-16T

Course: CSE340-05
Theory Initial: TNMF
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 09C-16T

Course: CSE340-24
Theory Initial: SMYA
Theory Day: SAT+THU
Theory Time: 11:00 AM
Theory Room: 10C-21C",The theory class for CSE340-11 meets on Sundays (SUN) and Tuesdays (TUE) at 8:00 AM.,entity_heavy,rrf,0.9,False,False,0.0275,0.063,5.8189,5.9095,2026-07-26T18:07:10.840552+00:00,0.0008,0.2534743707366162,0.7428571428571428,0.6245161290322582,0.9232417345046997
Q156,adaptive_novel,What day and time is the theory class for CSE321-11?,The theory class for CSE321-11 is on SAT+THU at 12:30 PM in room 09H-34C.,"Course: CSE321-15
Theory Initial: SZD
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 07F-22C
Lab Faculty: NKBS,SSKD
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: 10G-32L

Course: CSE321-02
Theory Initial: NTR
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 10B-17C
Lab Faculty: SZD,MAFZ
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 10G-32L

Course: CSE321-07
Theory Initial: ZYH
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 09A-05C
Lab Faculty: SVKG,ANV
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 12D-26L

Course: CSE321-09
Theory Initial: SSKD
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 07D-20C
Lab Faculty: TNF,MAO
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 10G-32L

Course: CSE321-01
Theory Initial: TVRR
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09A-04C
Lab Faculty: SMUR,CSSD
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: 10G-32L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0268,0.1143,0.0,0.1411,2026-07-26T18:07:10.982295+00:00,0.0,0.007939087147543497,0.0851063829787234,0.09036144578313254,0.8067750334739685
Q157,adaptive_novel,What day and time is the theory class for CSE321-09?,The theory class for CSE321-09 is on SUN+TUE at 9:30 AM in room 07D-20C.,"Course: CSE321-09
Theory Initial: SSKD
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 07D-20C
Lab Faculty: TNF,MAO
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 10G-32L

Course: CSE321-01
Theory Initial: TVRR
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09A-04C
Lab Faculty: SMUR,CSSD
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: 10G-32L

Course: CSE320-09
Theory Initial: FGZ
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 09A-01C

Course: CSE321-02
Theory Initial: NTR
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 10B-17C
Lab Faculty: SZD,MAFZ
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 10G-32L

Course: CSE321-03
Theory Initial: NTR
Theory Day: MON+WED
Theory Time: 12:30 PM
Theory Room: 10B-17C
Lab Faculty: CTFZ,NMMR
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 10G-32L",The theory class for CSE321-09 meets on Sundays and Tuesdays at 9:30 AM.,entity_heavy,rrf,0.9,False,False,0.0296,0.099,5.2045,5.3332,2026-07-26T18:07:16.316289+00:00,0.0012,0.35004827764973984,0.6666666666666666,0.6496644295302012,0.9224066138267517
Q158,adaptive_novel,What day and time is the theory class for STA101-03?,The theory class for STA101-03 is on SUN+TUE at 12:30 PM in room 10B-18C.,"Course: STA101-03
Theory Initial: TBS
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 10B-18C

Course: STA101-05
Theory Initial: TBS
Theory Day: SUN+TUE
Theory Time: 3:30 PM
Theory Room: 10B-18C

Course: STA101-04
Theory Initial: TBS
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 10B-18C

Course: STA101-02
Theory Initial: TBS
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 10B-18C

Course: STA101-01
Theory Initial: TBS
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 10B-18C",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0244,0.0641,0.0,0.0885,2026-07-26T18:07:16.403394+00:00,0.0,0.007939087147543497,0.0851063829787234,0.09036144578313254,0.8080205917358398
Q159,adaptive_novel,What day and time is the theory class for CSE443-01?,The theory class for CSE443-01 is on SUN+TUE at 8:00 AM in room 10A-05C.,"Course: CSE443-01
Theory Initial: SWK
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 10A-05C

Course: CSE443-02
Theory Initial: ANWE
Theory Day: SAT+THU
Theory Time: 8:00 AM
Theory Room: 09A-05C

Course: CSE425-01
Theory Initial: MMM
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 09E-20T

Course: CSE470-01
Theory Initial: MAZW
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 07F-22C

Course: CSE340-01
Theory Initial: ACH
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09E-20T",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0288,0.0685,0.0,0.0973,2026-07-26T18:07:16.500794+00:00,0.0,0.007939087147543497,0.0851063829787234,0.09036144578313254,0.8093896508216858
Q160,adaptive_novel,What day and time is the theory class for CSE260-08B?,The theory class for CSE260-08B is on MON+WED at 12:30 PM in room 07F-22C.,"Course: CSE260-08B
Theory Initial: PBK
Theory Day: MON+WED
Theory Time: 12:30 PM
Theory Room: 07F-22C
Lab Faculty: CMHQ,SMDS
Lab Day: SUN
Lab Time: 11:00 AM
Lab Room: FT10-04L

Course: CSE260-01B
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09E-20T
Lab Faculty: ADD,DZK
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: FT10-04L

Course: CSE250-08B
Theory Initial: SDS
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 07H-27C
Lab Faculty: MOM,AQT
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 12B-20L

Course: CSE260-02A
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09E-20T
Lab Faculty: ESF,CABS
Lab Day: THU
Lab Time: 11:00 AM
Lab Room: FT10-03L

Course: CSE260-01A
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09E-20T
Lab Faculty: PBK,SJM
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: FT10-03L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0249,0.1,0.0,0.1249,2026-07-26T18:07:16.626006+00:00,0.0,0.007939087147543497,0.0851063829787234,0.09036144578313254,0.8032513856887817
Q161,adaptive_novel,What day and time is the theory class for CSE427-02?,The theory class for CSE427-02 is on MON+WED at 12:30 PM in room 09C-16T.,"Course: CSE427-02
Theory Initial: CMR
Theory Day: MON+WED
Theory Time: 12:30 PM
Theory Room: 09C-16T
Lab Faculty: DFD,ADU
Lab Day: TUE
Lab Time: 2:00 PM
Lab Room: 09F-27L

Course: CSE427-01
Theory Initial: CMR
Theory Day: MON+WED
Theory Time: 12:30 PM
Theory Room: 09C-16T
Lab Faculty: DFD,ADU
Lab Day: SUN
Lab Time: 2:00 PM
Lab Room: 09F-27L

Course: CSE427-03
Theory Initial: CMR
Theory Day: MON+WED
Theory Time: 12:30 PM
Theory Room: 09C-16T
Lab Faculty: ITTSC,RKBM
Lab Day: SUN
Lab Time: 8:00 AM
Lab Room: 09F-27L

Course: CSE427-09
Theory Initial: NAST
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 07H-26C
Lab Faculty: ITTSC,HFN
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 09F-24L

Course: CSE427-05
Theory Initial: QUZA
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09C-13C
Lab Faculty: QUZA,ITTSC
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: 09F-27L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0214,0.1282,0.0,0.1496,2026-07-26T18:07:16.777677+00:00,0.0,0.007939087147543497,0.0851063829787234,0.09036144578313254,0.8077135682106018
Q162,adaptive_novel,What day and time is the theory class for CSE321-02?,The theory class for CSE321-02 is on MON+WED at 11:00 AM in room 10B-17C.,"Course: CSE321-02
Theory Initial: NTR
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 10B-17C
Lab Faculty: SZD,MAFZ
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 10G-32L

Course: CSE321-01
Theory Initial: TVRR
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09A-04C
Lab Faculty: SMUR,CSSD
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: 10G-32L

Course: CSE321-03
Theory Initial: NTR
Theory Day: MON+WED
Theory Time: 12:30 PM
Theory Room: 10B-17C
Lab Faculty: CTFZ,NMMR
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 10G-32L

Course: CSE320-02
Theory Initial: SRJ
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 10A-05C

Course: CSE331-02
Theory Initial: NBD
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09G-31T",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0199,0.12,0.0,0.1399,2026-07-26T18:07:16.917985+00:00,0.0,0.007939087147543497,0.0851063829787234,0.09036144578313254,0.8056978583335876
Q163,adaptive_novel,What day and time is the theory class for CSE350-03B?,The theory class for CSE350-03B is on SAT+THU at 11:00 AM in room 09A-07C.,"Course: CSE350-03B
Theory Initial: ZBH
Theory Day: SAT+THU
Theory Time: 11:00 AM
Theory Room: 09A-07C
Lab Faculty: NUR,AKDB
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: FT10-02L

Course: CSE250-03B
Theory Initial: SEF
Theory Day: SAT+THU
Theory Time: 11:00 AM
Theory Room: 07H-26C
Lab Faculty: AKDB,ALSM
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: 12B-20L

Course: CSE350-01B
Theory Initial: NUR
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09A-07C
Lab Faculty: SDU,RFQ
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: FT10-02L

Course: CSE251-03B
Theory Initial: FFR
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 07H-27C
Lab Faculty: NFS,SZZ
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 12B-20L

Course: CSE350-02A
Theory Initial: NUR
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 09A-07C
Lab Faculty: TSE,SEF
Lab Day: WED
Lab Time: 8:00 AM
Lab Room: FT10-01L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0251,0.2068,0.0,0.232,2026-07-26T18:07:17.146268+00:00,0.0,0.007939087147543497,0.0851063829787234,0.09036144578313254,0.8063350915908813
Q164,adaptive_novel,What day and time is the theory class for CSE460-08?,The theory class for CSE460-08 is on MON+WED at 3:30 PM in room 09A-01C.,"Course: CSE460-08
Theory Initial: ARPD
Theory Day: MON+WED
Theory Time: 3:30 PM
Theory Room: 09A-01C
Lab Faculty: MTOT,SDU
Lab Day: THU
Lab Time: 11:00 AM
Lab Room: 09F-24L

Course: CSE460-09
Theory Initial: UPM
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 09A-07C
Lab Faculty: ARPD,RAS
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 09E-21L

Course: CSE460-02
Theory Initial: ZIZE
Theory Day: SAT+THU
Theory Time: 11:00 AM
Theory Room: 07D-20C
Lab Faculty: RAS,ZBH
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: 10E-27L

Course: CSE460-03
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 07H-26C
Lab Faculty: SDL,SDU
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 09E-22L

Course: CSE460-01
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09D-18C
Lab Faculty: AKJ,UPM
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 09E-21L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0267,0.1339,0.0,0.1607,2026-07-26T18:07:17.310780+00:00,0.0,0.007939087147543497,0.0851063829787234,0.09036144578313254,0.808286190032959
Q165,adaptive_novel,What day and time is the theory class for CSE340-12?,The theory class for CSE340-12 is on SUN+TUE at 9:30 AM in room 09A-03C.,"Course: CSE340-12
Theory Initial: RDW
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09A-03C

Course: CSE340-17
Theory Initial: ZLNM
Theory Day: MON+WED
Theory Time: 12:30 PM
Theory Room: 09A-05C

Course: CSE340-15
Theory Initial: LRK
Theory Day: MON+WED
Theory Time: 12:30 PM
Theory Room: 09A-04C

Course: CSE340-25
Theory Initial: SMYA
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 10C-21C

Course: CSE340-02
Theory Initial: ACH
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09E-20T",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0267,0.0619,0.0,0.0886,2026-07-26T18:07:17.395699+00:00,0.0002,0.007939087147543497,0.0851063829787234,0.09036144578313254,0.8082735538482666
Q166,adaptive_novel,Who teaches the lab section of CSE111-10?,"The lab section of CSE111-10 is taught by FGZ,AVB.","Course: CSE111
First Theory Coordinator: TAW
Theory Coordinator Email: tawhid.anwar@bracu.ac.bd
First Lab Coordinator: KNI
Second Lab Coordinator: ADU
Lab Coordinator Email: nazia.iqbal@bracu.ac.bd,ahmed.ruhan@bracu.ac.bd

Course: CSE111-10
Theory Initial: AFA
Theory Day: MON+WED
Theory Time: 2:00 PM
Theory Room: 09H-33C
Lab Faculty: FGZ,AVB
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 09B-09L

Course: CSE111-01
Theory Initial: TAW
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 10A-05C
Lab Faculty: TAW,AOHE
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 12F-32L

Course: CSE111-02
Theory Initial: TAW
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 10A-05C
Lab Faculty: WLV,CAKM
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 12D-27L

Course: CSE111-03
Theory Initial: TAW
Theory Day: MON+WED
Theory Time: 12:30 PM
Theory Room: 10A-05C
Lab Faculty: TAW,MAF
Lab Day: THU
Lab Time: 11:00 AM
Lab Room: 12F-32L","According to the retrieved context, the Lab Faculty for Course CSE111-10 is FGZ and AVB.",entity_heavy,rrf,0.9,False,False,0.0243,0.2182,5.3689,5.6114,2026-07-26T18:07:23.012708+00:00,0.0016,0.04527471870952894,0.5185185185185185,0.561875,0.9127902984619141
Q167,adaptive_novel,Who teaches the lab section of CSE350-07B?,"The lab section of CSE350-07B is taught by ARPD,TSE.","Course: CSE350-07B
Theory Initial: SZZ
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 09A-07C
Lab Faculty: ARPD,TSE
Lab Day: TUE
Lab Time: 2:00 PM
Lab Room: FT10-02L

Course: CSE350-01B
Theory Initial: NUR
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09A-07C
Lab Faculty: SDU,RFQ
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: FT10-02L

Course: CSE350
First Theory Coordinator: ZAZ
Second Theory Coordinator: TSE
Theory Coordinator Email: ihzaz.sadik@bracu.ac.bd,tasneem.mazhar@bracu.ac.bd
First Lab Coordinator: TSE
Lab Coordinator Email: tasneem.mazhar@bracu.ac.bd

Course: CSE350-02A
Theory Initial: NUR
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 09A-07C
Lab Faculty: TSE,SEF
Lab Day: WED
Lab Time: 8:00 AM
Lab Room: FT10-01L

Course: CSE350-01A
Theory Initial: NUR
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09A-07C
Lab Faculty: ARA,SHJR
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: FT10-01L","According to the retrieved context, the Lab Faculty for Course: CSE350-07B is ARPD and TSE.",entity_heavy,rrf,0.9,False,False,0.0264,0.201,5.4228,5.6503,2026-07-26T18:07:28.663615+00:00,0.0016,0.042517688262127665,0.5185185185185185,0.5574156746031746,0.9065701365470886
Q168,adaptive_novel,Who teaches the lab section of CSE471-15?,"The lab section of CSE471-15 is taught by PLN,ART.","Course: CSE471-15
Theory Initial: NAHC
Theory Day: SAT+THU
Theory Time: 11:00 AM
Theory Room: 09D-18C
Lab Faculty: PLN,ART
Lab Day: TUE
Lab Time: 2:00 PM
Lab Room: 09F-25L

Course: CSE471
First Theory Coordinator: MIH
Theory Coordinator Email: iqbal.hossain@bracu.ac.bd
First Lab Coordinator: AQU
Lab Coordinator Email: aquib.azmain@bracu.ac.bd

Course: CSE471-02
Theory Initial: AQU
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 09C-16T
Lab Faculty: KZMN,WHMJ
Lab Day: SUN
Lab Time: 2:00 PM
Lab Room: 09F-25L

Course: CSE471-01
Theory Initial: AQU
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 09C-16T
Lab Faculty: SADA,WHMJ
Lab Day: SUN
Lab Time: 11:00 AM
Lab Room: 09F-25L

Course: CSE471-03
Theory Initial: AQU
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 09C-16T
Lab Faculty: SADA,WHMJ
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: 09F-25L",PLN and ART.,entity_heavy,rrf,0.9,False,False,0.0216,0.1819,3.4709,3.6744,2026-07-26T18:07:32.338756+00:00,0.0016,0.025447114237166446,0.28571428571428575,0.22817460317460317,0.8878155946731567
Q169,adaptive_novel,Who teaches the lab section of CSE420-26?,"The lab section of CSE420-26 is taught by RKBR,NLAM.","Course: CSE420-26
Theory Initial: AKHD
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09A-04C
Lab Faculty: RKBR,NLAM
Lab Day: TUE
Lab Time: 2:00 PM
Lab Room: 12F-32L

Course: CSE420
First Theory Coordinator: MNY
Second Theory Coordinator: SUE
Theory Coordinator Email: nur.yanhaona@bracu.ac.bd,sukarna.sarkar@bracu.ac.bd
First Lab Coordinator: SUE
Second Lab Coordinator: MNY
Lab Coordinator Email: sukarna.sarkar@bracu.ac.bd,nur.yanhaona@bracu.ac.bd

Course: CSE420-02
Theory Initial: SUE
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09E-20T
Lab Faculty: RKBR,AKHD
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 12F-31L

Course: CSE420-01
Theory Initial: SUE
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09E-20T
Lab Faculty: RKBR,AKHD
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 12F-31L

Course: CSE420-03
Theory Initial: SUE
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09E-20T
Lab Faculty: SMDS,SZD
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 12F-32L","According to the retrieved context, the Lab Faculty for course CSE420-26 is RKBR and NLAM.",entity_heavy,rrf,0.9,False,False,0.0202,0.3068,5.5077,5.8348,2026-07-26T18:07:38.173957+00:00,0.0016,0.04527471870952894,0.5185185185185185,0.561875,0.9124130606651306
