query_id,config,lambda,query,reference_answer,retrieved_context,generated_answer,retrieval_s,generation_s,total_s,timestamp,query_confidence,faithfulness,faithfulness_reason
Q116,vector_only,0.0,What are the prerequisites for CSE360?,The prerequisite for CSE360 is CSE341 (HP).,"Course: CSE360
Prerequisite: CSE341 (HP)
Full Prerequisite Chain: CSE341

Question: What are the prerequisites for the Cse program?
Answer: Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics

Question: Can you tell me what the prerequisites for the Cse program are?
Answer: Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics

Question: What are the specific core courses required for the CSE program?
Answer: The specific program core courses for CSE are CSE110/CSE161+CSE162L (or EEE/ECE103+103L), CSE111, CSE220, CSE221, CSE230, CSE250, CSE251, CSE260 (or EEE/ECE283+283L or EEE301+302), CSE320, CSE321, CSE330, CSE331, CSE340, CSE341, CSE350, CSE360, CSE370, CSE420, CSE421, CSE422, CSE423, CSE460, CSE461, CSE470, CSE471. This list can be revised between catalog years, so confirm against the current official degree plan with your department's DCO or academic advisor.

Question: Can you tell me what the specific core courses required for the CSE program are?
Answer: The specific program core courses for CSE are CSE110/CSE161+CSE162L (or EEE/ECE103+103L), CSE111, CSE220, CSE221, CSE230, CSE250, CSE251, CSE260 (or EEE/ECE283+283L or EEE301+302), CSE320, CSE321, CSE330, CSE331, CSE340, CSE341, CSE350, CSE360, CSE370, CSE420, CSE421, CSE422, CSE423, CSE460, CSE461, CSE470, CSE471. This list can be revised between catalog years, so confirm against the current official degree plan with your department's DCO or academic advisor.",The prerequisite for CSE360 is CSE341 (with a High Pass).,0.0143,5.3362,5.3506,2026-08-01T07:37:23.887333+00:00,0.0003,0.5,"SCORE: 0.5 | REASON: The ANSWER contains multiple factual claims that are not fully supported by the CONTEXT, specifically regarding the prerequisites for the CSE program and the specific core courses required."
Q125,vector_only,0.0,What are the prerequisites for CSE422?,The prerequisite for CSE422 is CSE221 (HP).,"Course: CSE422
Prerequisite: CSE221 (HP)
Full Prerequisite Chain: CSE221-CSE220-CSE111-CSE110

Course: CSE422
First Theory Coordinator: TRZ
Theory Coordinator Email: tanzim.reza@bracu.ac.bd
First Lab Coordinator: ZHS
Lab Coordinator Email: shoumo.hasan@bracu.ac.bd

Course: CSE422-02
Theory Initial: ZHS
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 09E-20T
Lab Faculty: SHAH,YND
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 09B-11L

Course: CSE420
Prerequisite: CSE321 (HP),CSE331 (HP),CSE340 (HP)
Full Prerequisite Chain: CSE321-CSE331-CSE340-CSE221-CSE220-CSE111-CSE110

Course: CSE422-04
Theory Initial: ZHS
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09A-01C
Lab Faculty: RSS,NFF
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 09B-10L",The prerequisite for CSE422 is CSE221 (Honors Prerequisite).,0.0138,4.3711,4.3849,2026-08-01T07:37:28.272758+00:00,0.079,1.0,"SCORE: 1.0 | REASON: All claims are fully supported by the provided CONTEXT. 

Explanation:

1. The prerequisite for CSE422 is indeed mentioned in the CONTEXT as ""Prerequisite: CSE221 (HP)"".
2. The full prerequisite chain for CSE422 is also present, which indirectly supports the claim about CSE221 being a prerequisite.
3. There's no mention of CSE422-02 or CSE422-04 in the ANSWER, so we don't need to check those sections.

Since all claims are supported by the CONTEXT, the score is 1.0."
Q126,vector_only,0.0,What are the prerequisites for CSE111?,The prerequisite for CSE111 is CSE110 (HP).,"Course: CSE111
Prerequisite: CSE110 (HP)

Course: CSE111
First Theory Coordinator: TAW
Theory Coordinator Email: tawhid.anwar@bracu.ac.bd
First Lab Coordinator: KNI
Second Lab Coordinator: ADU
Lab Coordinator Email: nazia.iqbal@bracu.ac.bd,ahmed.ruhan@bracu.ac.bd

Course: CSE111-01
Theory Initial: TAW
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 10A-05C
Lab Faculty: TAW,AOHE
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 12F-32L

Course: CSE111-11
Theory Initial: CAKM
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 10B-16C
Lab Faculty: MAU,AFA
Lab Day: WED
Lab Time: 8:00 AM
Lab Room: 09E-21L

Course: CSE111-04
Theory Initial: ZMD
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09D-17C
Lab Faculty: AVB,CABS
Lab Day: WED
Lab Time: 8:00 AM
Lab Room: 09B-11L",The prerequisite for CSE111 is CSE110 (HP).,0.0157,4.1315,4.1472,2026-08-01T07:37:32.420188+00:00,0.1016,1.0,SCORE: 1.0 | REASON: The prerequisite for CSE111 is explicitly mentioned in the CONTEXT as CSE110 (HP).
Q129,vector_only,0.0,What is the full prerequisite chain for CSE421?,The full prerequisite chain for CSE421 is CSE320.,"Course: CSE421
Prerequisite: CSE320 (SP)

Course: CSE421
First Theory Coordinator: MSMA
Second Theory Coordinator: NDT
Theory Coordinator Email: shamim.mia@bracu.ac.bd,nirjhor.datta@bracu.ac.bd
First Lab Coordinator: SRJ
Second Lab Coordinator: MSMA
Lab Coordinator Email: seraj.mehnaz@bracu.ac.bd,shamim.mia@bracu.ac.bd

Course: CSE421-04
Theory Initial: MSAH
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09G-31T
Lab Faculty: CSSN,WBH
Lab Day: MON
Lab Time: 2:00 PM
Lab Room: 12D-26L

Course: CSE421-01
Theory Initial: ARF
Theory Day: MON+WED
Theory Time: 12:30 PM
Theory Room: 10A-04C
Lab Faculty: CQAE,WBH
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: 12D-26L

Course: CSE461
Prerequisite: CSE260 (HP)
Full Prerequisite Chain: CSE260-CSE251-CSE250",The full prerequisite chain for CSE421 is CSE320.,0.0171,4.0719,4.0891,2026-08-01T07:37:36.509741+00:00,0.1221,1.0,"SCORE: 1.0 | REASON: The ANSWER's claim about CSE421's full prerequisite chain is fully supported by the CONTEXT, which lists CSE320 as a prerequisite for CSE421."
Q133,vector_only,0.0,Who is the theory coordinator for CSE370?,The theory coordinator for CSE370 is FEK.,"Course: CSE370
First Theory Coordinator: FEK
Theory Coordinator Email: farden.khan@bracu.ac.bd
First Lab Coordinator: FEK
Lab Coordinator Email: farden.khan@bracu.ac.bd

Course: CSE230
First Theory Coordinator: AVB
Second Theory Coordinator: FIC
Theory Coordinator Email: avinandan@bracu.ac.bd,fatiha.ishrar@bracu.ac.bd

Course: CSE260
First Theory Coordinator: DZK
Theory Coordinator Email: ziaul.karim@bracu.ac.bd
First Lab Coordinator: DZK
Second Lab Coordinator: PBK
Lab Coordinator Email: ziaul.karim@bracu.ac.bd,partha.bhoumik@bracu.ac.bd

Course: CSE370
Prerequisite: CSE221 (HP)
Full Prerequisite Chain: CSE221-CSE220-CSE111-CSE110

Course: CSE370-01
Theory Initial: MNY
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 10A-04C
Lab Faculty: SHRR,MAU
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: 12F-30L",The first theory coordinator for CSE370 is FEK.,0.0188,3.9765,3.9953,2026-08-01T07:37:40.505166+00:00,0.1698,0.0,"SCORE: 0.0 | REASON: The answer's claim about FEK being the first theory coordinator for CSE370 is not supported by the context, which actually lists MNY as the initial theory instructor and does not mention FEK in this capacity."
Q136,vector_only,0.0,Who is the theory coordinator for CSE447?,The theory coordinator for CSE447 is MIH.,"Course: CSE447
First Theory Coordinator: MIH
Theory Coordinator Email: iqbal.hossain@bracu.ac.bd
First Lab Coordinator: FFU
Lab Coordinator Email: farhan.faruk@bracu.ac.bd

Course: CSE427
First Theory Coordinator: CMR
Second Theory Coordinator: DFD
Theory Coordinator Email: rahman.mofizur@bracu.ac.bd,fabian.dofadar@bracu.ac.bd
First Lab Coordinator: DFD
Second Lab Coordinator: QUZA
Lab Coordinator Email: fabian.dofadar@bracu.ac.bd,quazi.ashikur@bracu.ac.bd

Course: CSE437
First Theory Coordinator: GRA
Theory Coordinator Email: rabiul.alam@bracu.ac.bd

Course: CSE447-01
Theory Initial: MIH
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09E-20T
Lab Faculty: FFU,SJM
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: 09E-22L

Course: CSE449
First Theory Coordinator: AAR
Theory Coordinator Email: annajiat@bracu.ac.bd",The first theory coordinator for CSE447 is MIH.,0.0166,3.9441,3.9607,2026-08-01T07:37:44.466292+00:00,0.1086,1.0,SCORE: 1.0 | REASON: The CONTEXT supports that MIH is the first theory coordinator for CSE447.
Q138,vector_only,0.0,What is the coordinator email for CSE437?,The coordinator email for CSE437 is rabiul.alam@bracu.ac.bd.,"Course: CSE437
First Theory Coordinator: GRA
Theory Coordinator Email: rabiul.alam@bracu.ac.bd

Course: CSE437-07
Theory Initial: KKS
Theory Day: SUN+TUE
Theory Time: 3:30 PM
Theory Room: 07D-19C

Course: CSE427
First Theory Coordinator: CMR
Second Theory Coordinator: DFD
Theory Coordinator Email: rahman.mofizur@bracu.ac.bd,fabian.dofadar@bracu.ac.bd
First Lab Coordinator: DFD
Second Lab Coordinator: QUZA
Lab Coordinator Email: fabian.dofadar@bracu.ac.bd,quazi.ashikur@bracu.ac.bd

Course: CSE437-04
Theory Initial: SBB
Theory Day: SAT+THU
Theory Time: 2:00 PM
Theory Room: 09C-16T

Course: CSE447
First Theory Coordinator: MIH
Theory Coordinator Email: iqbal.hossain@bracu.ac.bd
First Lab Coordinator: FFU
Lab Coordinator Email: farhan.faruk@bracu.ac.bd",The Theory Coordinator Email for CSE437 is rabiul.alam@bracu.ac.bd.,0.0171,4.7174,4.7345,2026-08-01T07:37:49.201421+00:00,0.146,1.0,SCORE: 1.0 | REASON: The CONTEXT supports all individual factual claims made in the ANSWER.
Q149,vector_only,0.0,What is the coordinator email for CSE443?,The coordinator email for CSE443 is swakkhar.shatabda@bracu.ac.bd.,"Course: CSE443
First Theory Coordinator: SWK
Theory Coordinator Email: swakkhar.shatabda@bracu.ac.bd

Course: CSE463
First Theory Coordinator: ASA
Theory Coordinator Email: ashraful.alam@bracu.ac.bd
First Lab Coordinator: ASA
Lab Coordinator Email: ashraful.alam@bracu.ac.bd

Course: CSE423
First Theory Coordinator: TMD
Second Theory Coordinator: SMUR
Theory Coordinator Email: tamkin.mahmud@bracu.ac.bd,rahman.samiur@bracu.ac.bd
First Lab Coordinator: SRU
Lab Coordinator Email: shakir.rouf@bracu.ac.bd

Course: CSE443-01
Theory Initial: SWK
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 10A-05C

Course: CSE443-02
Theory Initial: ANWE
Theory Day: SAT+THU
Theory Time: 8:00 AM
Theory Room: 09A-05C",The Theory Coordinator Email for CSE443 is swakkhar.shatabda@bracu.ac.bd.,0.0196,4.7672,4.7868,2026-08-01T07:37:53.988423+00:00,0.1369,1.0,"SCORE: 1.0 | REASON: The CONTEXT supports all individual factual claims made in the ANSWER. 

Here's a breakdown of how I arrived at this score:

1. The ANSWER makes one claim about CSE443:
   - Claim: Theory Coordinator Email for CSE443 is swakkhar.shatabda@bracu.ac.bd.
   - Contextual Support: Yes, it is directly mentioned in the CONTEXT.

2. Since there's only one claim and it's fully supported by the CONTEXT, the overall score is 1.0."
Q151,vector_only,0.0,What day and time is the theory class for CSE260-04A?,The theory class for CSE260-04A is on SUN+TUE at 11:00 AM in room 09A-03C.,"Course: CSE260-04A
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09A-03C
Lab Faculty: NFF,MZW
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: FT10-03L

Course: CSE260-04B
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09A-03C
Lab Faculty: NNTN,MAZW
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: FT10-04L

Course: CSE260-03A
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09E-20T
Lab Faculty: FDZ,NRT
Lab Day: WED
Lab Time: 8:00 AM
Lab Room: FT10-03L

Course: CSE260-02A
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09E-20T
Lab Faculty: ESF,CABS
Lab Day: THU
Lab Time: 11:00 AM
Lab Room: FT10-03L

Course: CSE260-05A
Theory Initial: NLH
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 09A-03C
Lab Faculty: CSYR,SMDS
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: FT10-03L",The theory class for CSE260-04A meets on Sunday and Tuesday at 11:00 AM.,0.0216,4.9036,4.9253,2026-08-01T07:37:58.913848+00:00,0.0549,1.0,SCORE: 1.0 | REASON: All claims about CSE260-04A's theory class are supported in the CONTEXT.
Q153,vector_only,0.0,What day and time is the theory class for CSE460-03?,The theory class for CSE460-03 is on SAT+THU at 12:30 PM in room 07H-26C.,"Course: CSE460-03
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 07H-26C
Lab Faculty: SDL,SDU
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 09E-22L

Course: CSE463-03
Theory Initial: ASA
Theory Day: SUN+TUE
Theory Time: 3:30 PM
Theory Room: 09E-20T
Lab Faculty: STNM,CMHQ
Lab Day: THU
Lab Time: 11:00 AM
Lab Room: 09E-21L

Course: CSE463-01
Theory Initial: ASA
Theory Day: SUN+TUE
Theory Time: 3:30 PM
Theory Room: 09E-20T
Lab Faculty: STNM,ASMN
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 09E-21L

Course: CSE461-03
Theory Initial: KHR
Theory Day: MON+WED
Theory Time: 3:30 PM
Theory Room: 09C-16T
Lab Faculty: RDW,KHR
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 12B-18L

Course: CSE463-02
Theory Initial: ASA
Theory Day: SUN+TUE
Theory Time: 3:30 PM
Theory Room: 09E-20T
Lab Faculty: STNM,ASMN
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: 09E-21L",The theory class for CSE460-03 meets on Saturday (SAT) at 12:30 PM.,0.0194,4.9051,4.9245,2026-08-01T07:38:03.839075+00:00,0.0954,1.0,SCORE: 1.0 | REASON: The answer is fully supported by the context as all details match the retrieved information for CSE460-03.
Q159,vector_only,0.0,What day and time is the theory class for CSE250-06A?,The theory class for CSE250-06A is on SUN+TUE at 2:00 PM in room 07H-27C.,"Course: CSE250-06A
Theory Initial: RAO
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 07H-27C
Lab Faculty: FFR,MHY
Lab Day: MON
Lab Time: 8:00 AM
Lab Room: 12B-20L

Course: CSE250-06B
Theory Initial: RAO
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 07H-27C
Lab Faculty: ALSM,SHJR
Lab Day: MON
Lab Time: 8:00 AM
Lab Room: 12B-20L

Course: CSE350-06A
Theory Initial: ZBH
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09A-07C
Lab Faculty: TSE,AQT
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: FT10-01L

Course: CSE260-06A
Theory Initial: MSMA
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 07H-26C
Lab Faculty: CMHQ,AHA
Lab Day: THU
Lab Time: 2:00 PM
Lab Room: FT10-03L

Course: CSE250-07A
Theory Initial: AKDB
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 07H-27C
Lab Faculty: PDS,NUR
Lab Day: SUN
Lab Time: 2:00 PM
Lab Room: 12B-20L",The theory class for CSE250-06A meets on Sunday and Tuesday at 2:00 PM.,0.0241,4.8851,4.9092,2026-08-01T07:38:08.748464+00:00,0.0332,1.0,SCORE: 1.0 | REASON: All claims about CSE250-06A's theory class are supported in the CONTEXT.
Q165,vector_only,0.0,What day and time is the theory class for CSE260-04B?,The theory class for CSE260-04B is on SUN+TUE at 11:00 AM in room 09A-03C.,"Course: CSE260-04B
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09A-03C
Lab Faculty: NNTN,MAZW
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: FT10-04L

Course: CSE260-04A
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09A-03C
Lab Faculty: NFF,MZW
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: FT10-03L

Course: CSE260-05B
Theory Initial: NLH
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 09A-03C
Lab Faculty: PBK,NQM
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: FT10-04L

Course: CSE260-01B
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09E-20T
Lab Faculty: ADD,DZK
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: FT10-04L

Course: CSE260-02B
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09E-20T
Lab Faculty: PBK,DZK
Lab Day: THU
Lab Time: 11:00 AM
Lab Room: FT10-04L",The theory class for CSE260-04B meets on Sunday and Tuesday at 11:00 AM.,0.0226,4.8426,4.8651,2026-08-01T07:38:13.613969+00:00,0.0874,1.0,"SCORE: 1.0 | REASON: The answer is fully supported by the context for course CSE260-04B. 

Explanation:

The ANSWER contains one factual claim:
""The theory class for CSE260-04B meets on Sunday and Tuesday at 11:00 AM.""

This claim can be broken down into four sub-claims:
1. The theory class is for CSE260-04B.
2. The theory class meets on Sunday.
3. The theory class meets on Tuesday.
4. The theory class meets at 11:00 AM.

Checking each of these claims against the CONTEXT:

1. The context indeed specifies that the course is CSE260-04B, so this claim is supported.
2. The context lists ""SUN+TUE"" as the days for the theory class, which includes Sunday, so this claim is supported.
3. As above, Tuesday is also listed in the context, so this claim is supported.
4. The context specifies that the theory time is 11:00 AM, so this claim is supported.

Since all four sub-claims are supported by the CONTEXT, the ANSWER is fully supported and the score is 1.0."
Q166,vector_only,0.0,Who teaches the lab section of CSE321-18?,"The lab section of CSE321-18 is taught by TNF,SVKG.","Course: CSE321-18
Theory Initial: TRZA
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 09H-33C
Lab Faculty: TNF,SVKG
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 10G-32L

Course: CSE421-18
Theory Initial: BIJS
Theory Day: SUN+TUE
Theory Time: 9:30 AM
Theory Room: 09H-32C
Lab Faculty: RDS,NKMA
Lab Day: THU
Lab Time: 11:00 AM
Lab Room: 12D-26L

Course: CSE221-18
Theory Initial: IRZA
Theory Day: SAT+THU
Theory Time: 8:00 AM
Theory Room: 10B-17C
Lab Faculty: HFN,ARD
Lab Day: SUN
Lab Time: 11:00 AM
Lab Room: 09E-21L

Course: CSE321
First Theory Coordinator: BDH
Second Theory Coordinator: SZD
Theory Coordinator Email: badrul.hossain@bracu.ac.bd,shazid.mahbub@bracu.ac.bd
First Lab Coordinator: BDH
Lab Coordinator Email: badrul.hossain@bracu.ac.bd

Course: CSE321-19
Theory Initial: NRT
Theory Day: MON+WED
Theory Time: 12:30 PM
Theory Room: 07D-20C
Lab Faculty: NKBS,SVKG
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: 10G-32L",The lab faculty for CSE321-18 are TNF and SVKG.,0.0228,4.5456,4.5684,2026-08-01T07:38:18.182843+00:00,0.077,1.0,SCORE: 1.0 | REASON: The CONTEXT supports that TNF and SVKG are lab faculty for CSE321-18.
Q171,vector_only,0.0,Who teaches the lab section of CSE221-19?,"The lab section of CSE221-19 is taught by ARD,ANV.","Course: CSE221-19
Theory Initial: IBA
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09H-33C
Lab Faculty: ARD,ANV
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 09E-22L

Course: CSE221
First Theory Coordinator: FGZ
Second Theory Coordinator: IBA
Theory Coordinator Email: fakhruddin.gazzali@bracu.ac.bd,imran.azad@bracu.ac.bd
First Lab Coordinator: NARC
Second Lab Coordinator: AKHD
Lab Coordinator Email: atonuroy.chowdhury@bracu.ac.bd,ext.abdullah@bracu.ac.bd

Course: CSE220-19
Theory Initial: IRZA
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09D-17C
Lab Faculty: FBAW,CMHQ
Lab Day: SUN
Lab Time: 8:00 AM
Lab Room: 09B-11L

Course: CSE421-19
Theory Initial: BIJS
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 09H-32C
Lab Faculty: AKTD,CQAE
Lab Day: MON
Lab Time: 2:00 PM
Lab Room: 09F-24L

Course: STA201-19
Theory Initial: TBS
Theory Day: SAT+THU
Theory Time: 11:00 AM
Theory Room: 09H-35C",The lab faculty for CSE221-19 are ARD and ANV.,0.0223,4.3182,4.3406,2026-08-01T07:38:22.523438+00:00,0.0419,1.0,SCORE: 1.0 | REASON: The CONTEXT supports that ARD and ANV are lab faculty for CSE221-19.
Q175,vector_only,0.0,Who teaches the lab section of CSE260-19B?,"The lab section of CSE260-19B is taught by CMHQ,CABS.","Course: CSE260-19B
Theory Initial: TWK
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09A-02C
Lab Faculty: CMHQ,CABS
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: FT10-04L

Course: CSE260-19A
Theory Initial: TWK
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09A-02C
Lab Faculty: MAO,PRC
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: FT10-03L

Course: CSE260
First Theory Coordinator: DZK
Theory Coordinator Email: ziaul.karim@bracu.ac.bd
First Lab Coordinator: DZK
Second Lab Coordinator: PBK
Lab Coordinator Email: ziaul.karim@bracu.ac.bd,partha.bhoumik@bracu.ac.bd

Course: CSE220-19
Theory Initial: IRZA
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09D-17C
Lab Faculty: FBAW,CMHQ
Lab Day: SUN
Lab Time: 8:00 AM
Lab Room: 09B-11L

Course: CSE260-21B
Theory Initial: MAO
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09A-02C
Lab Faculty: MDF,NRT
Lab Day: SUN
Lab Time: 2:00 PM
Lab Room: FT10-04L",The lab faculty for CSE260-19B is CMHQ and CABS.,0.0179,4.5451,4.563,2026-08-01T07:38:27.078369+00:00,0.0305,1.0,SCORE: 1.0 | REASON: The ANSWER is fully supported by the CONTEXT as it directly matches the Lab Faculty for CSE260-19B.
Q178,vector_only,0.0,Who teaches the lab section of CSE423-05?,"The lab section of CSE423-05 is taught by MAHS,ZLNM.","Course: CSE423
First Theory Coordinator: TMD
Second Theory Coordinator: SMUR
Theory Coordinator Email: tamkin.mahmud@bracu.ac.bd,rahman.samiur@bracu.ac.bd
First Lab Coordinator: SRU
Lab Coordinator Email: shakir.rouf@bracu.ac.bd

Course: CSE423-05
Theory Initial: AJA
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09D-17C
Lab Faculty: MAHS,ZLNM
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 10E-27L

Course: CSE423-04
Theory Initial: TMD
Theory Day: MON+WED
Theory Time: 3:30 PM
Theory Room: 09A-02C
Lab Faculty: MVH,FDZ
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 12D-27L

Course: CSE425-03
Theory Initial: MMM
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 09E-20T

Course: CSE423
Prerequisite: MAT216 (HP)
Full Prerequisite Chain: MAT216-MAT120-MAT110",The Lab Faculty for the course CSE423-05 is MAHS and ZLNM.,0.0211,4.5888,4.6099,2026-08-01T07:38:31.697262+00:00,0.0017,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the CONTEXT.
Q183,vector_only,0.0,Which room is Mr. Md. Tawhid Anwar in?,Mr. Md. Tawhid Anwar is in room 4G03.,"Initial: TAW
Name: Mr. Md. Tawhid Anwar
Designation: Senior Lecturer
Status: Full Time
Room: 4G03
Email: tawhid.anwar@bracu.ac.bd

Question: Where's the male prayer room?
Answer: The male prayer room is on the 6th floor (ZONE-H).

Question (Banglish): Male prayer room ta kothay?
Answer (English): The male prayer room is on the 6th floor (ZONE-H).

Question: Where can I find the male and female washrooms on the 1st Floor?
Answer: Beside the lift lobby(2nd escalator)

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Thursday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE111-03 (LAB) TAW,MAF 12F-32L; 12:30 PM - CSE111-03 (LAB) TAW,MAF 12F-32L",Mr. Md. Tawhid Anwar's room is 4G03.,0.0223,4.3036,4.3259,2026-08-01T07:38:36.023693+00:00,0.1531,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided CONTEXT.
Q187,vector_only,0.0,What is FEK's designation?,Farden Ehsan Khan (FEK) is a Lecturer.,"Question (Banglish): BRAC e 'F' grade pele ki course compulsory retake korte hoy?
Answer (English): If a student receives an 'F' grade in a core or required course, they must retake and pass the course to fulfill degree requirements.

Question (Banglish): F grade paile ekta student koyti bar course retake korte parbe?
Answer (English): A student who receives an F grade in a course is normally allowed to retake it twice. In exceptional cases, such as a student on probation, the Head of Department or Dean may arrange with the Registrar for a third retake to help safeguard the student's progression.

Question (Banglish): FYAT ta ki, ar notun student der jonno ki eta mandatory?
Answer (English): FYAT (First Year Advising/orientation-type session) briefs incoming freshmen on university policies, key offices (BIL, RS, Library, Medical Center), payment procedures and scholarships. Due to the large intake, it's usually run in a Morning and an Afternoon session, and attendance at orientation is mandatory.

Question (Banglish): BRAC e course grade 'I' (Incomplete) automatic 'F' hoi jawa stop korte koto semester pawa jay?
Answer (English): An 'I' grade must be resolved within the immediate following semester; otherwise, it automatically converts to an 'F' grade.

Initial: SDF
Name: Dr. Md Sadek Ferdous
Designation: Professor
Status: Full Time
Room: 4G10
Email: sadek.ferdous@bracu.ac.bd","I do not have enough information to answer the question about FEK's designation, as there is no mention of a person named FEK in the retrieved context.",0.0142,5.8656,5.8798,2026-08-01T07:38:41.903805+00:00,0.0132,0.8,"SCORE: 0.8 | REASON: The answer partially supports the context as it accurately reflects some policies (F grade retake, FYAT mandatory) but fails to address others (BRAC e 'F' grade pele ki course compulsory retake korte hoy, BRAC e course grade 'I' (Incomplete) automatic 'F' hoi jawa stop korte koto semester pawa jay)."
Q010,no_retrieval,,Purpose of the Wishlist event for Summer 2025?,To help plan course offerings based on student demand,,"The purpose of the Wishlist event for Summer 2025 is to provide students with an opportunity to explore and discuss their academic goals and interests with advisors from various departments on campus, in order to create a personalized plan for their summer courses and experiences.",0.0,7.2559,7.256,2026-08-01T07:38:49.160206+00:00,,0.0,SCORE: 0.0 | REASON: The CONTEXT does not contain any relevant information about a Wishlist event for Summer 2025.
